id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
13303584,Charmant appartement soigné 56 m2 Bordeaux centre,72691486,Arnaud,Bordeaux,Centre ville (Bordeaux),44.84083,-0.56967,Entire home/apt,115,90,0,,,78,365
13305380,Magnificent 200 sqm loft with terrace & parking,72691486,Arnaud,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85852,-0.56853,Entire home/apt,167,4,3,2019-08-07,0.19,78,178
13306281,Echoppe entière 140 m²  ~idéal famille,52406348,Cynthia & John,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83111,-0.58729,Entire home/apt,125,4,12,2019-08-11,0.29,1,92
13308871,1 chambre à l'étage avec salle de bain privative,53278637,Catherine,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83108,-0.58561,Private room,50,2,75,2019-11-10,1.79,2,42
13309872,Chambre sur jardinet,53278637,Catherine,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.82953,-0.58536,Private room,50,2,129,2019-11-11,3.07,2,82
13310135,Chambre au calme,75210506,Laurie,Bruges,Bruges,44.88557,-0.61591,Private room,60,1,0,,,1,364
13310561,A ne pas manquer très proche de Bordeaux,75216129,Hélène,Gradignan,Gradignan,44.77111,-0.59923,Private room,55,1,0,,,1,0
13311514,53 m2 au calme et proche du centre,75227033,Nicolas,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.82236,-0.60573,Entire home/apt,85,3,0,,,2,0
13311567,Au 6em et dernier étage et vue sur château,75227033,Nicolas,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.82095,-0.6057,Entire home/apt,100,3,0,,,2,0
13313761,chambre de ville,75247991,Dominique,Gradignan,Gradignan,44.77067,-0.59716,Private room,20,2,63,2019-10-30,1.48,2,287
13313762,chambre de ville,75247991,Dominique,Gradignan,Gradignan,44.76772,-0.59727,Private room,25,2,46,2019-09-20,1.10,2,298
13314020,Studio avec terrasse proximité Gare St Jean,74096560,Emmanuelle,Bordeaux,Bordeaux Sud,44.82366,-0.5604,Entire home/apt,50,2,17,2017-06-20,0.42,1,0
13314024,Charmant T2 pierre bordelaise,75249642,Damian,Bordeaux,La Bastide,44.84165,-0.5578,Entire home/apt,43,2,0,,,1,0
13314086,Chambre Euro 2016,75251896,Mathieu,Bruges,Bruges,44.88064,-0.58813,Private room,65,1,0,,,1,0
13314123,independant room in Bordeaux,8515294,Manon,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.82756,-0.58808,Private room,39,1,5,2016-09-11,0.12,2,0
13314375,Splendid apartment Bordeaux Centre Grand Theatre,75243939,Maxime,Bordeaux,Centre ville (Bordeaux),44.84289,-0.57727,Entire home/apt,140,3,96,2019-08-28,2.29,1,56
13314634,Appartement lumineux,62810675,Estelle,Bordeaux,Caudran,44.84683,-0.62908,Private room,28,1,1,2016-06-15,0.02,1,0
13314829,studio quartier saint genes,75259614,FAf,Bordeaux,Nansouty - Saint Gens,44.82586,-0.57857,Entire home/apt,36,1,71,2019-09-01,1.69,2,0
13314947,charmante maison aux portes du médoc,35078885,Valerie,Parempuyre,Parempuyre,44.95347,-0.60813,Entire home/apt,88,2,24,2019-10-28,0.84,1,0
13315057,Appartement très calme à Bordeaux,50018014,Lauren,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85721,-0.58699,Entire home/apt,47,3,0,,,1,0
13315335,Appartement CENTRE HISTORIQUE DE BORDEAUX,54203790,Augustine,Bordeaux,Centre ville (Bordeaux),44.83855,-0.5719,Entire home/apt,40,2,4,2016-07-03,0.09,1,0
13316482,Room with mezzanine in charming triplex appartment,1346560,Xavier,Bordeaux,Centre ville (Bordeaux),44.8394,-0.56949,Private room,55,3,4,2018-05-29,0.13,3,0
13320277,Belle Échoppe dans un écrin de verdure,7831444,Alison,Bordeaux,Centre ville (Bordeaux),44.84728,-0.58607,Entire home/apt,70,2,2,2016-06-28,0.05,1,0
13320356,T1 étudiant centre ville avec piscine et parking,75331842,Corinne,Bordeaux,Nansouty - Saint Gens,44.82546,-0.57403,Entire home/apt,40,3,17,2017-07-24,0.40,1,0
13320839,Petite échoppe bordelaise,74437246,Gui,Bordeaux,Nansouty - Saint Gens,44.82646,-0.56779,Entire home/apt,39,4,1,2016-08-06,0.02,1,0
13321802,Cosy appartment,10444492,Marine,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.8552,-0.5805,Entire home/apt,60,1,0,,,1,0
13322434,"Appartement lumineux, quartier Bastide",75153695,Apolline,Bordeaux,La Bastide,44.84119,-0.55588,Entire home/apt,40,7,2,2016-08-18,0.05,1,0
13323004,chambre dans T4 colocation talence,67444173,Sophie,Talence,Talence,44.81731,-0.59529,Private room,40,1,0,,,1,0
13323265,Beau T2 dans résidence sécurisée avec piscine.,42757927,Anthony,Bordeaux,Bordeaux Maritime,44.86475,-0.56749,Entire home/apt,55,2,57,2019-11-03,1.36,1,261
13324682,Appartement T1 Centre Bordeaux 2 personnes 1 chamb,32640558,Stephanie,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.8319,-0.59185,Entire home/apt,43,7,0,,,1,0
13325946,"Centre Bordeaux à 8 mn, grande maison avec piscine",4403723,Michel,Bouliac,Bouliac,44.81412,-0.50103,Entire home/apt,149,2,40,2019-11-11,0.99,1,313
13327412,2 pièces avec vue au coeur de Bordeaux,51294115,Catherine,Bordeaux,Bordeaux Sud,44.83417,-0.56617,Entire home/apt,80,2,2,2016-06-23,0.05,1,0
13327568,Appartement aux pieds du Jardin Public,12379917,Nicolas,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85173,-0.58259,Entire home/apt,60,2,27,2019-08-29,0.64,2,0
13328963,Charmant T2 - Hypercentre Bordeaux,26478106,Marie,Bordeaux,Centre ville (Bordeaux),44.83969,-0.57323,Entire home/apt,100,3,4,2016-12-11,0.10,1,0
13328995,maison à deux pas de Bordeaux,56588710,L'Nda,Talence,Talence,44.81605,-0.59014,Private room,25,1,4,2018-08-20,0.10,1,0
13329882,Chambre privée dans vieille maison en pierre,46733757,Catherine,Talence,Talence,44.80783,-0.57425,Private room,30,2,13,2018-04-25,0.34,1,329
13331120,Chambre avec salle de bain. entrée indépendante.,75448829,Charline,Saint-Mdard-en-Jalles,Saint-Mdard-en-Jalles,44.86518,-0.73184,Private room,29,1,91,2019-06-20,2.27,2,198
13331999,Agréable T2 à 10min du centre!,50893791,Magali,Bordeaux,Caudran,44.85808,-0.63091,Entire home/apt,70,2,7,2019-04-06,0.17,1,338
13333298,"Rue st catherine/place de la victoire, calme fou!",68657575,Pierre,Bordeaux,Bordeaux Sud,44.83145,-0.57196,Entire home/apt,35,2,14,2019-11-20,0.33,1,279
13340406,Appartement paisible proche du centre,32354298,Emma,Talence,Talence,44.82191,-0.58566,Entire home/apt,50,2,0,,,1,0
13340713,Superb duplex apartment in the historical centre,22855705,Cathy,Bordeaux,Centre ville (Bordeaux),44.84029,-0.57198,Entire home/apt,130,2,309,2019-11-24,7.46,1,245
13341252,à - de 20 min de marche du stade,74582877,Mohammed-Reda,Bruges,Bruges,44.87829,-0.58592,Entire home/apt,50,1,0,,,1,0
13342716,Appartement dans le centre historique de Bordeaux,25515026,Kevin,Bordeaux,Centre ville (Bordeaux),44.84039,-0.57279,Entire home/apt,70,1,0,,,1,0
13343205,Studio chaleureux au coeur du vieux Bordeaux,73577160,Amélie,Bordeaux,Centre ville (Bordeaux),44.83926,-0.57156,Entire home/apt,50,2,3,2016-07-04,0.07,1,0
13343404,"Chambre RDC ,piscine, petit déjeuner 50 euros",36458396,Gérard Et Chantal,Saint-Aubin-de-Mdoc,Saint-Aubin-de-Mdoc,44.91473,-0.74076,Private room,50,1,39,2019-08-17,0.94,1,56
13345855,studio pret centre de bordeaux,72669222,Michel,Bordeaux,Nansouty - Saint Gens,44.82263,-0.58163,Entire home/apt,80,3,0,,,2,0
13351558,Maison Esprit Loft Atelier aux portes de Bordeaux,75695137,Sandra,Bouliac,Bouliac,44.8084,-0.51465,Entire home/apt,69,2,25,2019-09-13,0.60,3,298
13352741,Private room Bordeaux hypercentre,75706843,Lauters,Bordeaux,Centre ville (Bordeaux),44.83672,-0.57043,Private room,25,1,41,2017-05-19,0.97,1,0
13354529,"Entre océan,bassin d'Arcachon, estuaire, Bordeaux",75722495,Chantal,Saint-Mdard-en-Jalles,Saint-Mdard-en-Jalles,44.86092,-0.72714,Entire home/apt,30,3,14,2019-08-22,0.34,1,67
13356214,Dépendance avec balcons aux Capucins,74816140,Kathy,Bordeaux,Bordeaux Sud,44.8298,-0.57008,Entire home/apt,105,1,10,2017-01-02,0.24,5,337
13356398,Dépendance sur cour aux Capucins,74816140,Kathy,Bordeaux,Bordeaux Sud,44.83035,-0.56795,Entire home/apt,105,1,8,2017-02-13,0.19,5,361
13356941,Chambre dans villa très calme avec petit déjeuner,75753146,Pierre,Saint-Mdard-en-Jalles,Saint-Mdard-en-Jalles,44.90078,-0.71641,Private room,34,1,45,2019-11-19,1.10,1,90
13357187,Chambre proche fac et tram,24000572,Thomas,Pessac,La Paillre-Compostelle,44.79589,-0.60877,Private room,30,2,0,,,1,0
13357440,tu casa A 7km de Bordeaux,50305607,Christian,Pessac,Le Bourg,44.80432,-0.63011,Entire home/apt,100,2,0,,,1,0
13361503,"Bel Appart de 45m2 aux Chartrons, à 2mn des quais",75811311,Frédéric,Bordeaux,Bordeaux Maritime,44.85801,-0.56563,Entire home/apt,45,1,4,2016-09-18,0.10,1,0
13364513,APPARTEMENT bordeaux centre/,75852634,Pierine,Bordeaux,Bordeaux Sud,44.82712,-0.57198,Entire home/apt,25,2,9,2016-11-20,0.21,1,0
13365259,beau studio près de la gare St jean,75860641,Mel,Bordeaux,Bordeaux Sud,44.82738,-0.55785,Entire home/apt,50,1,311,2019-11-05,7.41,2,348
13366705,Studio pour euro 2016,75876025,Benedicte,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.8242,-0.5979,Entire home/apt,50,2,2,2016-06-19,0.05,1,0
13368608,Appartement  T2 proche de bordeaux,75896983,Christine Patrick,Carbon-Blanc,Carbon-Blanc,44.88864,-0.51651,Entire home/apt,50,1,44,2019-10-27,1.06,1,362
13369460,"Appartement lumineux, calme et confortable",75909005,Matthieu,Bordeaux,Caudran,44.8517,-0.62705,Entire home/apt,65,1,0,,,1,0
13370087,Chambre lit double - Centre Ville Bordeaux,75916319,Corentin,Bordeaux,Bordeaux Sud,44.83319,-0.5721,Private room,25,1,16,2016-09-03,0.38,1,0
13370222,Chambre privée dans loft lumineux et calme,11785330,Camille,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.82939,-0.59107,Private room,55,1,15,2018-09-29,0.36,1,0
13371324,LOGEMENT STMICHEL CENTRE HISTORIQUE RUE LAFONTAINE,70921320,Hanae,Bordeaux,Bordeaux Sud,44.8285,-0.56928,Entire home/apt,50,2,314,2019-09-29,7.51,3,264
13372298,Charmant studio spacieux et bien placé,34385213,Pascale,Bordeaux,Centre ville (Bordeaux),44.83887,-0.56954,Entire home/apt,50,3,7,2019-04-28,0.17,2,329
13372681,Chambre avec salle de bain privative,75946155,Marion,Bordeaux,Centre ville (Bordeaux),44.84913,-0.58634,Private room,75,1,0,,,1,0
13373065,Chambre dans échoppe bordelaise avec petit jardin.,75949659,Olivier,Bordeaux,Nansouty - Saint Gens,44.82141,-0.56848,Private room,60,2,0,,,1,0
13373888,2 rooms in a beautiful House- Ideal Euro 2016,75848850,Alain,Bruges,Bruges,44.87894,-0.60712,Private room,100,4,0,,,1,0
13374034,Chambre dans joli T3 au coeur de Bordeaux,13534822,Benoit,Bordeaux,Centre ville (Bordeaux),44.8387,-0.57221,Private room,45,1,3,2016-07-03,0.07,1,0
13374402,Appartement cosy (55m²) Bordeaux centre,13160772,Alexandre,Bordeaux,Centre ville (Bordeaux),44.83963,-0.57638,Entire home/apt,45,2,8,2016-08-15,0.19,1,0
13374569,"LOVELY CORNER IN FRONT OF POOL, SAFETY PARKING",75964382,Nicole,Pessac,France Alouette,44.79993,-0.66512,Entire home/apt,78,2,34,2019-11-24,0.82,1,308
13374875,Appartement idéalement situé pour  l EURO 2016,74858875,Francoise,Bordeaux,Centre ville (Bordeaux),44.84473,-0.57468,Entire home/apt,130,3,0,,,1,0
13375394,Superbe appartement (110 m2 /parking/plein centre),7800657,Romain,Bordeaux,Centre ville (Bordeaux),44.83822,-0.56734,Entire home/apt,180,2,129,2019-11-17,3.18,1,251
13376397,Chambre Capucins,47409058,Cécilia,Bordeaux,Bordeaux Sud,44.83176,-0.56671,Private room,27,1,1,2016-06-28,0.02,1,0
13381679,Bordeaux city center house 1076 P2,39533101,Nicolas,Bordeaux,Centre ville (Bordeaux),44.84448,-0.59467,Entire home/apt,65,2,4,2017-02-17,0.10,1,0
13381936,T1 à PESSAC calme et proche Université et Tram B,76065663,Larzulette,Pessac,Chiquet-Fontaudin,44.80036,-0.62102,Entire home/apt,32,1,13,2017-08-04,0.31,1,0
13383134,"Studio centre ville, secteur sauvegardé St Michel",76076369,Jean Marc,Bordeaux,Bordeaux Sud,44.83517,-0.56344,Entire home/apt,30,2,4,2017-07-22,0.10,2,0
13384391,Agréable T2 bis proche du centre,43670645,Soline & Domitille,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85575,-0.57606,Entire home/apt,80,2,36,2019-10-20,0.87,1,1
13384397,Spacieux T3 très bien situé  dans Bordeaux,76087002,Jean Bernard,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.8331,-0.58948,Entire home/apt,90,2,61,2019-11-11,1.46,1,36
13385122,Chambre et salle de bains indépendante.,76093442,Brigitte,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85146,-0.58111,Private room,40,1,73,2018-09-07,1.74,1,365
13385429,Appartement Lumineux Centre Bordeaux 70m2,76094985,Karen,Bordeaux,Centre ville (Bordeaux),44.84092,-0.58551,Private room,25,1,6,2017-09-22,0.21,1,0
13386673,Casa tìpica y studio 18 m2,7358942,Pascale,Talence,Talence,44.81766,-0.57798,Entire home/apt,200,14,20,2018-08-04,0.49,2,180
13387488,MAISON BOURGEOISE BDX SDB PRIVATIVE,17762709,Fabrice,Bordeaux,Nansouty - Saint Gens,44.82758,-0.58112,Private room,50,1,1,2016-07-03,0.02,1,0
13387846,Bel appart 1 ch ascenseur parking Bordeaux centre,9382960,Kareen,Bordeaux,Centre ville (Bordeaux),44.84212,-0.57898,Entire home/apt,115,90,3,2016-08-17,0.07,73,56
13388557,Charmant appartement 1 ch Bordeaux plein centre,9382960,Kareen,Bordeaux,Centre ville (Bordeaux),44.83846,-0.57254,Entire home/apt,109,90,0,,,73,0
13388816,3 CHAMBRES INDIVIDUELLES,76132471,Brigitte,Merignac,Chemin Long,44.81127,-0.66051,Entire home/apt,40,1,0,,,1,0
13389502,Appartement centre-ville avec vue exceptionnelle,37858980,Nicolas,Bordeaux,Centre ville (Bordeaux),44.83953,-0.58071,Entire home/apt,49,1,8,2016-08-30,0.19,2,0
13391134,Chambre cosy,76157346,Fabienne,Bruges,Bruges,44.873,-0.60856,Private room,35,1,0,,,1,0
13391995,Appartement de charme beau salon+2grandes chambres,7033813,Karima,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83298,-0.59689,Entire home/apt,32,3,0,,,1,0
13392310,Appartement T3 70m2 super quartier plein centre,13985214,Morgane,Bordeaux,Centre ville (Bordeaux),44.83844,-0.5705,Entire home/apt,110,1,2,2016-06-20,0.05,1,0
13393247,Chambre dans dépendance,76179978,Christelle,Parempuyre,Parempuyre,44.95686,-0.60407,Private room,30,1,3,2017-06-11,0.08,1,0
13393894,Chambre cosy proche du centre de bordeaux,76119852,Eric,Bordeaux,Caudran,44.83953,-0.60084,Entire home/apt,29,1,7,2016-07-17,0.17,1,0
13394740,Charmant appartement en plein coeur de Bordeaux,30759340,Marjorie,Bordeaux,Bordeaux Sud,44.83493,-0.56554,Entire home/apt,100,4,0,,,1,0
13394782,"Bel appartement ancien,  quartier chic de Bordeaux",76196284,Véronique,Bordeaux,Centre ville (Bordeaux),44.84419,-0.57715,Entire home/apt,110,2,25,2018-09-02,0.60,1,53
13394837,Comfy bedroom 4 mn from station,2884027,Sabine,Bordeaux,Bordeaux Sud,44.82732,-0.56145,Private room,50,4,31,2019-10-26,0.74,1,89
13395250,Jolie chambre à louer Prox Bordeaux Centre/Stade,59293041,Jade,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85392,-0.57471,Private room,29,1,15,2016-08-06,0.36,3,0
13396354,Appartement T1 lumineux hyper-centre,50019306,Alex,Bordeaux,Centre ville (Bordeaux),44.84071,-0.5741,Entire home/apt,50,1,0,,,1,0
13400609,Appart SAU T2 32m²,15116567,Virginie,Bordeaux,Centre ville (Bordeaux),44.8365,-0.57162,Entire home/apt,80,5,7,2019-06-16,0.17,19,0
13401336,Magnifique Appart  76m2 + terrasse extérieure 15m2,76280837,Odavie Et Florie,Bordeaux,Bordeaux Sud,44.8341,-0.56744,Entire home/apt,60,2,19,2018-08-30,0.46,1,2
13401509,Loue T2 meublé et équipé,76282218,Bejou,Bordeaux,Caudran,44.84638,-0.61244,Entire home/apt,70,1,2,2016-07-04,0.05,1,0
13401745,"Chambre 2 lits, petit déjeuner compris",29493802,Babeth,Bordeaux,Caudran,44.85649,-0.63688,Private room,45,1,24,2019-11-07,3.69,1,86
13401816,chambre confortable +petit dejeuner,76284144,Lopez,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85976,-0.58526,Private room,45,1,9,2016-07-10,0.21,1,0
13403571,T3 Hypercentre Bordeaux,69010698,Thomas,Bordeaux,Bordeaux Sud,44.82797,-0.57368,Entire home/apt,190,2,1,2016-06-20,0.02,1,0
13405600,Charmant 40m² ascenseur parking Bordeaux centre,72691486,Arnaud,Bordeaux,Centre ville (Bordeaux),44.84143,-0.57713,Entire home/apt,115,90,0,,,78,56
13405962,Appartement de standing de 53m2 décoré avec goût,72691486,Arnaud,Bordeaux,Centre ville (Bordeaux),44.83652,-0.57285,Entire home/apt,109,90,0,,,78,0
13406395,T2 Triangle d'Or,76328421,Helena,Bordeaux,Centre ville (Bordeaux),44.84281,-0.57998,Entire home/apt,24,1,6,2017-08-17,0.14,1,0
13406700,Chambre avec salle d'eau privative BORDEAUX,38369927,Sophie Et Javier,Bordeaux,Caudran,44.84782,-0.61096,Private room,33,1,5,2017-06-08,0.12,1,0
13407544,+ de 100m2 près de la cité du vin,76339705,Virginie,Bordeaux,Bordeaux Maritime,44.86833,-0.54702,Entire home/apt,80,1,0,,,1,0
13408653,Chambre plein Cœur du Quartier Saint Pierre,21314564,Pauline,Bordeaux,Centre ville (Bordeaux),44.84048,-0.57068,Private room,50,1,3,2016-06-20,0.07,1,0
13410251,Grand appartement de charme proche hyper centre,46539448,Delphine,Bordeaux,Bordeaux Sud,44.83497,-0.56633,Entire home/apt,39,1,14,2016-08-07,0.33,1,0
13411074,Appartement (T3) Gare Saint Jean,21167335,Camille,Bordeaux,Bordeaux Sud,44.82244,-0.55502,Entire home/apt,75,2,30,2019-05-07,0.72,1,0
13411202,Petite maison proche du jardin public,76365760,Jeanne,Bordeaux,Centre ville (Bordeaux),44.84836,-0.58599,Entire home/apt,33,2,3,2016-08-16,0.07,1,0
13414511,Chambre à louer indépendante chez habitant,76415932,Veronique,Artigues-Prs-Bordeaux,Artigues-Prs-Bordeaux,44.86045,-0.49785,Private room,40,1,2,2016-08-15,0.05,1,0
13415236,Private entrance Garden Studio non smoking,1152529,Denis,Blanquefort,Blanquefort,44.9293,-0.63562,Entire home/apt,42,3,0,,,1,90
13419048,entre stade et centre ville,61037433,Bruce,Bordeaux,Bordeaux Maritime,44.86165,-0.56389,Entire home/apt,120,1,0,,,1,0
13419434,Maison individuelle aux portes de Bordeaux.,76483133,Christian,Merignac,Centre ville (Merignac),44.83933,-0.64278,Entire home/apt,90,7,10,2019-08-20,0.25,1,0
13420523,Charmant deux pièces mansardé Bordeaux centre,48917092,Dorothée,Bordeaux,Centre ville (Bordeaux),44.84674,-0.58105,Entire home/apt,50,4,93,2019-11-12,2.21,1,120
13420632,Logement EURO UEFA 2016,52228744,Vincent,Lormont,Lormont,44.87068,-0.50861,Shared room,15,1,2,2016-06-21,0.05,1,0
13420733,Studio 26 m2   Bordeaux Bègles,76494632,Geneviève,Bgles,Bgles,44.80499,-0.54536,Entire home/apt,45,1,61,2019-10-17,1.45,1,0
13421847,2 Chambres/ salon coin breakfast/ sdb/ St Jean,9648439,HoLa,Bordeaux,Bordeaux Sud,44.82887,-0.56196,Private room,60,2,49,2019-11-21,1.17,1,2
13422492,T2 au coeur du centre de Bordeaux,15265933,Gwen,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.84535,-0.57682,Entire home/apt,65,2,1,2017-07-16,0.03,1,11
13423197,Chambre et salle de bain privative,57971043,Lydie,Bordeaux,Bordeaux Maritime,44.87549,-0.55445,Private room,35,2,54,2019-11-08,1.30,1,61
13424811,Appartement T3 Cosy centre Ville avec terrasse,5624882,Camille,Bordeaux,Bordeaux Sud,44.82782,-0.57458,Entire home/apt,92,2,42,2019-11-03,1.12,1,346
13425980,Lovely 70sqm with lift & parking downtown Bordeaux,72691486,Arnaud,Bordeaux,Centre ville (Bordeaux),44.84274,-0.57991,Entire home/apt,167,3,4,2019-10-21,0.11,78,134
13426170,Chambre  au calme+p'tit déj proche Bordeaux centre,40482367,Olivier,Bgles,Bgles,44.80839,-0.56496,Private room,50,1,10,2019-10-27,0.24,1,15
13426371,"Chambre double, proche centre de Bordeaux",8543971,Florence,Le Bouscat,Le Bouscat,44.8637,-0.58427,Private room,45,1,1,2016-06-20,0.02,1,0
13426390,Lovely 55 sqm with parking downtown Bordeaux,72691486,Arnaud,Bordeaux,Centre ville (Bordeaux),44.83614,-0.56826,Entire home/apt,60,90,1,2017-10-02,0.04,78,117
13427753,Super student bedsit in Bordeaux's historic centre,32101776,Sabrina,Bordeaux,Centre ville (Bordeaux),44.84162,-0.57294,Entire home/apt,46,5,3,2017-06-25,0.08,1,178
13427918,Maison spatieuse et calme,76556166,Laurence Et Benoit,Saint-Mdard-en-Jalles,Saint-Mdard-en-Jalles,44.89324,-0.75227,Entire home/apt,165,5,11,2019-10-28,0.27,1,9
13428115,Elegant 92 sqm apartment in downtown Bordeaux,72691486,Arnaud,Bordeaux,Centre ville (Bordeaux),44.84406,-0.57901,Entire home/apt,146,3,3,2019-06-24,0.09,78,213
13429778,Apartment in the Historic center of Bordeaux,76579923,Vanessa,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85064,-0.5821,Entire home/apt,45,1,46,2018-02-18,1.10,1,0
13429902,A la Triloc : Chambre + Centre Ville + Petit Dej,76581653,Juliette,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83418,-0.58216,Private room,32,1,1,2016-06-16,0.02,1,0
13430705,Chambre cosy avec SDB privative dans coloc sympa!,76590055,Alice,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83267,-0.5819,Private room,34,1,1,2016-06-19,0.02,1,0
13430831,T3 Double terrasses (80 m2) aux portes de Bordeaux,10085809,Julie Et Fahd,Cenon,Gambetta-Mairie-Lissandre,44.85509,-0.53313,Entire home/apt,74,1,38,2018-02-22,0.92,1,0
13430947,Maison sympa à l'orée de Bordeaux,1909822,Odile,Merignac,Capeyron,44.84718,-0.64123,Entire home/apt,100,1,3,2016-07-03,0.07,1,0
13431037,Chambre avec petit dej dès 28 euros la nuit,76594530,Martine,Villenave-d'Ornon,Villenave-d'Ornon,44.78695,-0.58756,Private room,30,2,63,2019-11-02,1.53,1,334
13431974,chalet avec piscine,49883804,Carine,Villenave-d'Ornon,Villenave-d'Ornon,44.78792,-0.56777,Entire home/apt,45,2,108,2019-11-08,2.57,1,178
13433154,Appart cosy-coeur de la Ville (Quais/Quinquonces),6125929,Alexia,Bordeaux,Centre ville (Bordeaux),44.83991,-0.57245,Entire home/apt,52,2,32,2017-09-25,0.76,1,0
13434511,"Appart 32m²  avec chambre mezzanine, Bdx St Michel",19593364,Arnaud,Bordeaux,Bordeaux Sud,44.831,-0.56761,Entire home/apt,50,5,15,2016-08-27,0.36,1,0
13437842,Jolie petite chambre dans environnement calme,76679831,Mélodie,Ambars-et-Lagrave,Ambars-et-Lagrave,44.92962,-0.51224,Private room,15,1,5,2016-07-08,0.12,1,0
13438658,Appartement de 85m2 aux pieds de l'hyper centre,21116018,Fred,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85243,-0.57313,Entire home/apt,80,2,0,,,1,0
13438770,"To the city center , with a private parking",76682010,Guy,Bordeaux,Centre ville (Bordeaux),44.84762,-0.58755,Entire home/apt,80,2,12,2019-11-07,0.31,1,265
13438866,"60 m2 tout confort, calme et clair, aux Chartrons",72916093,Jean-Pierre Et Françoise,Bordeaux,Bordeaux Maritime,44.85973,-0.56568,Entire home/apt,55,2,13,2017-08-13,0.31,1,0
13438898,Charming apartment 49sqm with lift and parking,72691486,Arnaud,Bordeaux,Centre ville (Bordeaux),44.84091,-0.57381,Entire home/apt,130,3,2,2019-10-07,0.05,78,340
13439371,Appartement dans le centre historique de Bordeaux,74836550,Hélène,Bordeaux,Centre ville (Bordeaux),44.84077,-0.57197,Entire home/apt,40,2,26,2017-12-03,0.63,1,0
13439414,Magnifique 100 m2 Bordeaux plein centre,72691486,Arnaud,Bordeaux,Centre ville (Bordeaux),44.83911,-0.57868,Entire home/apt,130,90,2,2017-03-13,0.05,78,365
13439695,Appartement à 10 mn du stade Matmut Atlantique,76697644,Marc,Le Bouscat,Le Bouscat,44.86662,-0.59192,Entire home/apt,60,1,1,2016-06-21,0.02,1,0
13440186,Bel appartement duplex 79m2 Bordeaux plein centre,72691486,Arnaud,Bordeaux,Centre ville (Bordeaux),44.83931,-0.57967,Entire home/apt,141,3,0,,,78,318
13440697,★ Home sweet home - Chartrons,10779396,Nathalie,Bordeaux,Chartrons - Grand Parc - Jardin Public,44.85765,-0.5669,Entire home/apt,49,3,43,2019-09-09,1.03,1,1
13441438,T4 spacieux - 98m2 proche hypercentre,76714320,Ilias,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.83261,-0.59199,Entire home/apt,150,1,3,2016-07-04,0.07,1,0
13442696,♡ Bright apartment in the heart of Bordeaux ♡,58009785,Grégoire,Bordeaux,Centre ville (Bordeaux),44.83958,-0.58085,Entire home/apt,65,3,42,2018-11-11,1.02,1,10
13442925,Chambre lit double,55086887,Isa,Saint-Mdard-en-Jalles,Saint-Mdard-en-Jalles,44.87798,-0.6937,Private room,30,1,0,,,1,0
13443595,THE TROIS CONILS apartment: heart of Bordeaux city,17832583,Caroline,Bordeaux,Centre ville (Bordeaux),44.83966,-0.5756,Entire home/apt,70,30,77,2018-07-01,1.84,18,210
13444327,T2 CENTRE VILLE 50M2. 2 BALCONS PROCHE TRAM,76744272,Christer,Bordeaux,Centre ville (Bordeaux),44.8377,-0.57538,Entire home/apt,72,2,173,2019-06-22,4.10,1,58
13447468,Location et véhiculage spéciale Match EURO2016,76779680,Jordan,Bordeaux,Saint Augustin - Tauzin - Alphonse Dupeux,44.82245,-0.59938,Entire home/apt,130,1,1,2016-07-04,0.02,1,0
13447824,Bel appart lumineux en centre ville,49086367,Camille,Bordeaux,Nansouty - Saint Gens,44.82558,-0.57764,Entire home/apt,120,8,0,,,1,364
13447885,Luminous studio in the center of Bordeaux,40218043,Alexia,Bordeaux,Centre ville (Bordeaux),44.84506,-0.5805,Entire home/apt,46,2,15,2018-08-25,0.51,1,0
