,id,host_id,room_type,bedrooms,price,count of reviews,days of occupancy,Yearly income,Zone
370,7795328,40889120,Private room,1,45,18,75.6,3401.9999999999995,1
371,7830615,41237003,Private room,1,50,11,46.199999999999996,2310.0,2
372,7831127,15867390,Entire home/apt,2,53,10,42.0,2226.0,5
373,7831323,41237003,Private room,1,40,7,29.4,1176.0,2
374,7848368,34821089,Entire home/apt,1,120,32,134.39999999999998,16127.999999999996,4
375,7855395,15606438,Private room,1,35,18,75.6,2646.0,3
376,7864517,41448504,Entire home/apt,1,40,12,50.4,2016.0,2
377,7865716,33547811,Entire home/apt,1,55,7,29.4,1617.0,3
378,7868827,41470703,Entire home/apt,1,150,43,180.6,27090.0,6
379,7883993,10171822,Entire home/apt,2,74,32,134.39999999999998,9945.599999999999,2
380,7966028,39897386,Private room,1,28,13,54.599999999999994,1528.7999999999997,2
381,8007955,42280677,Entire home/apt,1,90,40,168.0,15120.0,2
382,8010581,6352736,Private room,1,25,7,29.4,735.0,1
383,8038732,10154536,Private room,2,65,12,50.4,3276.0,5
384,8049291,11249836,Entire home/apt,Studio,50,39,163.79999999999998,8189.999999999999,1
385,8056202,33024950,Entire home/apt,1,55,13,54.599999999999994,3002.9999999999995,5
386,8098706,42764733,Entire home/apt,1,65,69,256.0,16640.0,1
387,8104853,9312848,Entire home/apt,1,85,32,134.39999999999998,11423.999999999998,1
388,8148316,43020734,Entire home/apt,1,55,30,125.99999999999999,6929.999999999999,1
389,8186545,43184441,Entire home/apt,1,75,63,256.0,19200.0,1
390,8198298,43242060,Entire home/apt,1,50,24,100.8,5040.0,1
391,8215877,43325250,Entire home/apt,1,149,7,29.4,4380.599999999999,1
392,8299470,43759520,Private room,1,30,10,42.0,1260.0,6
393,8308499,35989969,Entire home/apt,2,100,18,75.6,7559.999999999999,2
394,8319554,43859786,Private room,1,31,20,84.0,2604.0,5
395,8321433,39591008,Entire home/apt,Studio,29,17,71.39999999999999,2070.6,6
396,8367067,44098393,Entire home/apt,Studio,40,50,210.0,8400.0,2
397,8378449,21709359,Entire home/apt,2,57,20,84.0,4788.0,3
398,8384057,44180387,Private room,1,27,21,88.19999999999999,2381.3999999999996,6
399,8389919,44207833,Entire home/apt,1,33,30,125.99999999999999,4157.999999999999,5
400,8439597,44432456,Entire home/apt,1,35,20,84.0,2940.0,4
401,8470803,44609258,Private room,1,29,7,29.4,852.5999999999999,5
402,8483937,44681759,Private room,1,46,18,75.6,3477.6,1
403,8486292,44693676,Entire home/apt,1,75,28,117.6,8820.0,6
404,8518905,44854094,Private room,1,33,7,29.4,970.1999999999999,4
405,8530213,44913038,Private room,1,33,16,67.19999999999999,2217.5999999999995,4
406,8545333,16900168,Entire home/apt,Studio,50,75,256.0,12800.0,1
407,8551467,45013106,Shared room,1,21,48,201.6,4233.599999999999,2
408,8577316,45142187,Private room,1,35,9,37.8,1323.0,5
409,8577741,45143360,Entire home/apt,2,110,28,117.6,12936.0,2
410,8580615,27903122,Entire home/apt,Studio,45,14,58.8,2646.0,6
411,8612638,45308125,Private room,1,34,9,37.8,1285.1999999999998,1
412,8637434,17238101,Entire home/apt,Studio,55,25,105.0,5775.0,1
413,8681408,45590376,Entire home/apt,1,49,33,138.6,6791.4,3
414,8681973,45588522,Entire home/apt,3+,229,11,46.199999999999996,10579.8,1
415,8710052,45300984,Entire home/apt,1,47,26,109.19999999999999,5132.4,5
416,8715296,45745015,Private room,1,35,9,37.8,1323.0,6
417,8716874,30725742,Private room,1,29,32,134.39999999999998,3897.5999999999995,5
418,8727260,43759520,Private room,1,26,33,138.6,3603.6,6
419,8729238,21871375,Entire home/apt,Studio,75,63,256.0,19200.0,2
420,8774908,46000414,Private room,1,25,40,168.0,4200.0,4
421,8791750,6346604,Entire home/apt,1,75,22,92.39999999999999,6929.999999999999,1
422,8810275,46156773,Entire home/apt,3+,150,20,84.0,12600.0,2
423,8818999,44317681,Entire home/apt,2,188,20,84.0,15792.0,6
424,8861266,46387835,Private room,1,37,8,33.599999999999994,1243.1999999999998,2
425,8958601,17536158,Entire home/apt,1,60,16,67.19999999999999,4031.999999999999,1
426,8961920,5413932,Private room,1,35,8,33.599999999999994,1175.9999999999998,1
427,8983285,15329966,Entire home/apt,3+,250,8,33.599999999999994,8399.999999999998,2
428,9042999,47188786,Entire home/apt,3+,347,22,92.39999999999999,32062.799999999996,1
429,9059298,3615860,Entire home/apt,1,45,93,256.0,11520.0,2
430,9083480,47366878,Private room,1,32,13,54.599999999999994,1747.1999999999998,4
431,9086755,47383762,Private room,1,35,12,50.4,1764.0,5
432,9127258,31706961,Entire home/apt,2,90,8,33.599999999999994,3023.9999999999995,1
433,9154744,27356917,Entire home/apt,Studio,34,28,117.6,3998.3999999999996,5
434,9159708,13134574,Entire home/apt,Studio,35,18,75.6,2646.0,5
435,9212856,47579719,Private room,1,25,13,54.599999999999994,1364.9999999999998,6
436,9249642,26361239,Private room,1,30,9,37.8,1134.0,4
437,9345817,44854094,Private room,1,33,10,42.0,1386.0,4
438,9407639,24255567,Private room,1,47,15,62.99999999999999,2960.9999999999995,1
439,9476444,49116635,Private room,1,32,20,84.0,2688.0,3
440,9500702,7397083,Entire home/apt,1,40,86,256.0,10240.0,1
441,9526577,4310833,Entire home/apt,1,130,10,42.0,5460.0,2
442,9546322,49436993,Entire home/apt,2,190,11,46.199999999999996,8778.0,4
443,9552442,22544660,Entire home/apt,2,95,37,155.39999999999998,14762.999999999998,4
444,9591925,49645813,Private room,1,29,120,256.0,7424.0,4
445,9610558,21134696,Private room,1,35,16,67.19999999999999,2351.9999999999995,3
446,9624959,49783465,Entire home/apt,2,125,13,54.599999999999994,6824.999999999999,1
447,9628109,20927192,Private room,1,37,7,29.4,1087.8,2
448,9628546,32486144,Private room,1,45,27,113.39999999999999,5103.0,6
449,9646879,16048378,Entire home/apt,1,50,107,256.0,12800.0,4
450,9655294,46342083,Entire home/apt,1,69,59,247.79999999999998,17098.199999999997,1
451,9687016,50036150,Entire home/apt,3+,239,10,42.0,10038.0,2
452,9688286,50040976,Entire home/apt,1,43,13,54.599999999999994,2347.7999999999997,1
453,9705263,27653592,Entire home/apt,1,37,14,58.8,2175.6,2
454,9746769,40781703,Private room,1,34,12,50.4,1713.6,5
455,9781589,21803853,Private room,1,35,39,163.79999999999998,5732.999999999999,3
456,9781596,21803853,Private room,1,42,19,79.8,3351.6,3
457,9785593,50440540,Entire home/apt,2,95,21,88.19999999999999,8378.999999999998,2
458,9809484,45965830,Entire home/apt,3+,350,12,50.4,17640.0,3
459,9815721,41712671,Entire home/apt,1,65,12,50.4,3276.0,2
460,9822610,34803435,Entire home/apt,3+,160,21,88.19999999999999,14111.999999999998,2
461,9835734,28764536,Private room,1,25,17,71.39999999999999,1784.9999999999998,5
462,9839601,9406569,Entire home/apt,1,55,26,109.19999999999999,6005.999999999999,4
463,9860100,15675954,Private room,1,35,35,147.0,5145.0,4
464,9891573,25840653,Entire home/apt,1,55,10,42.0,2310.0,3
465,9951085,51137959,Entire home/apt,2,45,24,100.8,4536.0,1
466,9956742,3754114,Private room,1,30,12,50.4,1512.0,4
467,10079711,43759520,Entire home/apt,1,41,27,113.39999999999999,4649.4,6
468,10103077,51846115,Entire home/apt,3+,130,14,58.8,7644.0,5
469,10184474,52303001,Entire home/apt,2,77,8,33.599999999999994,2587.1999999999994,4
470,10224753,52541252,Entire home/apt,1,58,23,96.6,5602.799999999999,5
471,10257850,52738199,Entire home/apt,1,65,14,58.8,3822.0,2
472,10261785,35608379,Entire home/apt,1,44,34,142.79999999999998,6283.199999999999,3
473,10281905,52881352,Private room,1,33,41,172.2,5682.599999999999,4
474,10337515,27024493,Entire home/apt,2,150,32,134.39999999999998,20159.999999999996,2
475,10434498,53746537,Entire home/apt,Studio,40,10,42.0,1680.0,1
476,10489902,54073926,Entire home/apt,1,75,27,113.39999999999999,8505.0,2
477,10490570,34647879,Entire home/apt,2,100,8,33.599999999999994,3359.9999999999995,1
478,10495443,32295904,Entire home/apt,Studio,40,18,75.6,3024.0,2
479,10515540,10315676,Entire home/apt,1,71,28,117.6,8349.6,1
480,10516152,54218471,Entire home/apt,1,50,41,172.2,8610.0,5
481,10558362,54456709,Entire home/apt,1,38,11,46.199999999999996,1755.6,3
482,10605088,36108514,Entire home/apt,1,58,16,67.19999999999999,3897.5999999999995,5
483,10621573,29259662,Entire home/apt,1,79,16,67.19999999999999,5308.799999999999,6
484,10628457,50204800,Entire home/apt,Studio,28,9,37.8,1058.3999999999999,2
485,10664554,55087121,Entire home/apt,3+,110,8,33.599999999999994,3695.9999999999995,3
486,10664788,30469015,Entire home/apt,Studio,50,70,256.0,12800.0,5
487,10699006,55277315,Private room,1,22,28,117.6,2587.2,2
488,10795883,55872724,Entire home/apt,1,75,12,50.4,3780.0,3
489,10795980,43158077,Entire home/apt,Studio,51,80,256.0,13056.0,1
490,10801191,4811949,Entire home/apt,3+,180,7,29.4,5292.0,5
491,10857737,55781217,Entire home/apt,1,26,8,33.599999999999994,873.5999999999999,4
492,10890090,49645813,Private room,1,29,133,256.0,7424.0,2
493,10917777,13616722,Entire home/apt,1,50,15,62.99999999999999,3149.9999999999995,2
494,10955584,34134269,Private room,1,48,106,256.0,12288.0,2
495,10958734,15122598,Entire home/apt,1,70,52,218.39999999999998,15287.999999999998,2
496,10959493,56846728,Entire home/apt,Studio,50,52,218.39999999999998,10919.999999999998,3
497,11015032,15122598,Entire home/apt,1,70,35,147.0,10290.0,1
498,11027082,37321500,Entire home/apt,1,65,20,84.0,5460.0,1
499,11039735,28165521,Entire home/apt,3+,150,8,33.599999999999994,5039.999999999999,1
500,11040698,52663609,Entire home/apt,2,80,11,46.199999999999996,3695.9999999999995,1
501,11076594,22045841,Private room,1,45,30,125.99999999999999,5669.999999999999,3
502,11078911,22753087,Entire home/apt,1,29,10,42.0,1218.0,1
503,11107522,17958762,Private room,1,65,13,54.599999999999994,3548.9999999999995,2
504,11143721,10499560,Entire home/apt,2,90,32,134.39999999999998,12095.999999999998,5
505,11174558,58151331,Entire home/apt,2,50,11,46.199999999999996,2310.0,6
506,11175932,58160407,Private room,1,26,10,42.0,1092.0,1
507,11245567,58661104,Private room,1,20,21,88.19999999999999,1763.9999999999998,6
508,11252410,9415109,Entire home/apt,2,142,19,79.8,11331.6,2
509,11269130,51581400,Entire home/apt,3+,150,25,105.0,15750.0,2
510,11384498,18567772,Entire home/apt,1,69,10,42.0,2898.0,3
511,11446777,55858414,Entire home/apt,2,72,7,29.4,2116.7999999999997,5
512,11459862,60268498,Private room,1,40,85,256.0,10240.0,2
513,11481767,43309793,Entire home/apt,1,89,57,239.39999999999998,21306.6,1
514,11488501,44913038,Private room,1,33,23,96.6,3187.7999999999997,4
515,11503408,26622259,Entire home/apt,Studio,45,60,251.99999999999997,11339.999999999998,6
516,11505250,60610656,Entire home/apt,1,80,7,29.4,2352.0,1
517,11524000,58354615,Entire home/apt,1,45,14,58.8,2646.0,4
518,11547230,30431135,Entire home/apt,1,59,10,42.0,2478.0,2
519,11557256,61036030,Private room,1,65,7,29.4,1911.0,5
520,11598805,2280426,Entire home/apt,1,32,8,33.599999999999994,1075.1999999999998,2
521,11615750,9157144,Entire home/apt,1,80,9,37.8,3024.0,2
522,11646632,9312848,Entire home/apt,Studio,80,40,168.0,13440.0,1
523,11649536,54116611,Private room,1,55,12,50.4,2772.0,4
524,11655705,58748978,Entire home/apt,1,50,15,62.99999999999999,3149.9999999999995,5
525,11713173,62270182,Private room,1,35,12,50.4,1764.0,6
526,11713646,36717536,Entire home/apt,Studio,75,39,163.79999999999998,12284.999999999998,3
527,11716239,62293379,Entire home/apt,2,75,8,33.599999999999994,2519.9999999999995,3
528,11716889,62298194,Entire home/apt,1,76,78,256.0,19456.0,1
529,11718371,34198357,Entire home/apt,1,240,39,163.79999999999998,39311.99999999999,2
530,11736065,62429225,Private room,1,40,15,62.99999999999999,2519.9999999999995,1
531,11785359,49030986,Entire home/apt,1,35,7,29.4,1029.0,5
532,11811015,62907238,Entire home/apt,3+,71,7,29.4,2087.4,5
533,11821161,53961575,Entire home/apt,1,39,31,130.2,5077.799999999999,5
534,11867493,38056144,Entire home/apt,3+,110,9,37.8,4158.0,1
535,11898103,63462086,Private room,1,39,78,256.0,9984.0,3
536,11900124,20994070,Entire home/apt,2,129,11,46.199999999999996,5959.799999999999,2
537,11923821,38064772,Entire home/apt,1,55,12,50.4,2772.0,1
538,11936324,56397040,Private room,1,21,49,205.79999999999998,4321.799999999999,5
539,11960733,63873077,Entire home/apt,1,120,40,168.0,20160.0,1
540,11998248,24278374,Entire home/apt,3+,180,16,67.19999999999999,12095.999999999998,1
541,12000596,2955971,Entire home/apt,3+,180,11,46.199999999999996,8316.0,3
542,12001711,16312231,Entire home/apt,3+,180,34,142.79999999999998,25703.999999999996,6
543,12006936,64214862,Private room,1,39,28,117.6,4586.4,3
544,12036683,43008667,Entire home/apt,3+,300,21,88.19999999999999,26459.999999999996,4
545,12037216,64432880,Entire home/apt,3+,110,7,29.4,3234.0,2
546,12039869,64452091,Entire home/apt,1,58,9,37.8,2192.3999999999996,3
547,12046052,6538999,Private room,1,34,29,121.8,4141.2,5
548,12047037,6538999,Entire home/apt,3+,198,17,71.39999999999999,14137.199999999999,5
549,12061520,24452235,Entire home/apt,3+,100,10,42.0,4200.0,1
550,12064205,30725742,Private room,1,29,10,42.0,1218.0,5
551,12071120,31411135,Private room,1,50,8,33.599999999999994,1679.9999999999998,5
552,12077385,30398293,Private room,1,50,17,71.39999999999999,3569.9999999999995,1
553,12078421,64728877,Entire home/apt,1,46,10,42.0,1932.0,2
554,12079637,31799415,Entire home/apt,3+,220,10,42.0,9240.0,6
555,12080509,31228073,Entire home/apt,3+,95,9,37.8,3590.9999999999995,6
556,12101331,64798744,Private room,1,28,35,147.0,4116.0,4
557,12138838,65165239,Entire home/apt,Studio,42,18,75.6,3175.2,2
558,12143983,30218035,Entire home/apt,Studio,50,69,256.0,12800.0,2
559,12149803,10919020,Entire home/apt,1,40,21,88.19999999999999,3527.9999999999995,2
560,12194653,23807801,Private room,1,38,12,50.4,1915.2,1
561,12196847,41310315,Entire home/apt,1,60,51,214.2,12852.0,3
562,12213194,4310833,Entire home/apt,1,150,17,71.39999999999999,10709.999999999998,2
563,12214521,24391097,Entire home/apt,3+,159,8,33.599999999999994,5342.399999999999,6
564,12214616,39517849,Entire home/apt,1,65,142,256.0,16640.0,2
565,12216941,10329413,Entire home/apt,2,65,15,62.99999999999999,4094.9999999999995,1
566,12217804,26341060,Entire home/apt,3+,180,16,67.19999999999999,12095.999999999998,1
567,12221881,22414362,Entire home/apt,3+,110,11,46.199999999999996,5081.999999999999,1
568,12237681,62827790,Private room,1,40,17,71.39999999999999,2855.9999999999995,1
569,12263688,35234005,Entire home/apt,2,60,25,105.0,6300.0,6
570,12279965,66165611,Shared room,1,24,11,46.199999999999996,1108.8,4
571,12280834,38179788,Entire home/apt,3+,170,27,113.39999999999999,19278.0,4
572,12283268,22001887,Entire home/apt,1,46,7,29.4,1352.3999999999999,2
573,12297412,66295423,Private room,1,35,42,176.39999999999998,6173.999999999999,5
574,12309452,66379512,Entire home/apt,3+,205,26,109.19999999999999,22385.999999999996,1
575,12331930,30326888,Entire home/apt,1,60,9,37.8,2268.0,2
576,12336388,6295397,Entire home/apt,1,32,27,113.39999999999999,3628.7999999999997,6
577,12338298,66602473,Entire home/apt,1,49,41,172.2,8437.8,5
578,12341373,3658107,Entire home/apt,2,60,36,151.2,9072.0,4
579,12358705,66750442,Entire home/apt,1,40,26,109.19999999999999,4368.0,5
580,12359039,43834792,Entire home/apt,1,55,59,247.79999999999998,13628.999999999998,5
581,12363165,16910926,Entire home/apt,3+,240,7,29.4,7056.0,1
582,12374056,52314582,Entire home/apt,3+,90,16,67.19999999999999,6047.999999999999,3
583,12374703,24148172,Entire home/apt,1,40,21,88.19999999999999,3527.9999999999995,1
584,12380917,66916762,Private room,1,19,62,256.0,4864.0,6
585,12392668,40401938,Entire home/apt,2,130,7,29.4,3822.0,2
586,12401903,67061573,Private room,1,30,8,33.599999999999994,1007.9999999999998,3
587,12425086,5036135,Entire home/apt,1,45,10,42.0,1890.0,4
588,12430323,67235392,Entire home/apt,1,36,41,172.2,6199.2,4
589,12450468,49493849,Private room,1,32,44,184.79999999999998,5913.599999999999,3
590,12464144,12994102,Entire home/apt,1,85,29,121.8,10353.0,2
591,12514691,67774908,Entire home/apt,2,160,11,46.199999999999996,7391.999999999999,1
592,12543053,19875996,Entire home/apt,1,50,8,33.599999999999994,1679.9999999999998,1
593,12552210,68032662,Entire home/apt,Studio,30,14,58.8,1764.0,1
594,12555579,68053346,Private room,1,39,10,42.0,1638.0,6
595,12563617,39591008,Entire home/apt,1,39,8,33.599999999999994,1310.3999999999999,1
596,12575313,68192749,Private room,1,19,60,251.99999999999997,4787.999999999999,3
597,12582648,16211621,Private room,1,40,22,92.39999999999999,3695.9999999999995,3
598,12585613,8490764,Private room,1,19,17,71.39999999999999,1356.6,5
599,12599844,31797210,Entire home/apt,Studio,65,55,230.99999999999997,15014.999999999998,1
600,12614783,29102137,Entire home/apt,2,147,17,71.39999999999999,10495.8,2
601,12626398,68551185,Entire home/apt,3+,350,14,58.8,20580.0,5
602,12642009,68660183,Private room,1,24,16,67.19999999999999,1612.7999999999997,2
603,12666572,44194941,Entire home/apt,1,55,24,100.8,5544.0,2
604,12668100,68828189,Entire home/apt,2,148,11,46.199999999999996,6837.599999999999,1
605,12672595,68853117,Entire home/apt,3+,95,24,100.8,9576.0,1
606,12672857,52560343,Private room,1,25,9,37.8,944.9999999999999,5
607,12674667,8844121,Private room,1,42,13,54.599999999999994,2293.2,1
608,12676841,68880143,Entire home/apt,1,33,16,67.19999999999999,2217.5999999999995,1
609,12681065,47498503,Entire home/apt,2,120,33,138.6,16632.0,1
610,12689818,19097089,Entire home/apt,3+,80,22,92.39999999999999,7391.999999999999,2
611,12692764,12646071,Entire home/apt,1,35,14,58.8,2058.0,5
612,12694567,10107000,Entire home/apt,1,75,14,58.8,4410.0,1
613,12703588,69053779,Entire home/apt,1,65,8,33.599999999999994,2183.9999999999995,3
614,12746942,61642069,Entire home/apt,1,70,25,105.0,7350.0,2
615,12766709,10205104,Entire home/apt,3+,86,10,42.0,3612.0,3
616,12786386,69600911,Private room,1,39,56,235.2,9172.8,4
617,12788035,69614934,Entire home/apt,3+,65,21,88.19999999999999,5732.999999999999,5
618,12788804,41642959,Entire home/apt,1,49,9,37.8,1852.1999999999998,2
619,12789561,26245831,Entire home/apt,1,52,12,50.4,2620.7999999999997,6
620,12794362,27930752,Entire home/apt,3+,90,20,84.0,7560.0,5
621,12794737,69680100,Entire home/apt,2,120,96,256.0,30720.0,1
622,12800948,69745431,Private room,1,29,20,84.0,2436.0,6
623,12805014,69783709,Private room,1,29,16,67.19999999999999,1948.7999999999997,1
624,12805331,6569197,Entire home/apt,1,89,34,142.79999999999998,12709.199999999999,5
625,12810612,69844205,Private room,1,26,27,113.39999999999999,2948.3999999999996,5
626,12826497,5937944,Entire home/apt,2,125,9,37.8,4725.0,1
627,12830777,70024923,Entire home/apt,Studio,41,11,46.199999999999996,1894.1999999999998,5
628,12865591,45078686,Entire home/apt,3+,65,48,201.6,13104.0,5
629,12867236,34826931,Entire home/apt,1,50,14,58.8,2940.0,5
630,12898168,30205218,Entire home/apt,1,75,38,159.6,11970.0,5
631,12915132,70818065,Entire home/apt,1,50,15,62.99999999999999,3149.9999999999995,4
632,12921204,70888586,Entire home/apt,2,160,14,58.8,9408.0,5
633,12926326,70937383,Entire home/apt,1,39,136,256.0,9984.0,6
634,12936014,30698085,Entire home/apt,2,90,18,75.6,6803.999999999999,1
635,12939771,5203389,Entire home/apt,1,59,47,197.39999999999998,11646.599999999999,2
636,12948622,41896541,Private room,1,45,24,100.8,4536.0,3
637,12949432,52066290,Entire home/apt,2,69,13,54.599999999999994,3767.3999999999996,1
638,12956742,62154643,Private room,1,30,123,256.0,7680.0,4
639,12969852,69612801,Entire home/apt,2,80,11,46.199999999999996,3695.9999999999995,2
640,12985704,71516991,Entire home/apt,3+,39,12,50.4,1965.6,4
641,12998187,69559187,Private room,1,53,7,29.4,1558.1999999999998,4
642,12998787,71652639,Entire home/apt,2,60,9,37.8,2268.0,3
643,13010037,8733385,Entire home/apt,1,75,8,33.599999999999994,2519.9999999999995,5
644,13023014,71906849,Private room,3+,67,11,46.199999999999996,3095.3999999999996,5
645,13024288,71933134,Private room,1,35,122,256.0,8960.0,2
646,13024795,61555769,Private room,1,50,8,33.599999999999994,1679.9999999999998,2
647,13027917,71967495,Entire home/apt,3+,320,8,33.599999999999994,10751.999999999998,2
648,13034363,72051642,Entire home/apt,2,105,56,235.2,24696.0,2
649,13036357,34204286,Private room,1,38,48,201.6,7660.8,1
650,13055404,72282458,Private room,1,38,11,46.199999999999996,1755.6,4
651,13057734,17252957,Entire home/apt,1,50,19,79.8,3990.0,2
652,13060990,60393122,Private room,1,30,48,201.6,6048.0,4
653,13069707,72443106,Entire home/apt,3+,90,35,147.0,13230.0,5
654,13073217,72470337,Entire home/apt,1,145,15,62.99999999999999,9134.999999999998,2
655,13075898,72503710,Entire home/apt,2,90,37,155.39999999999998,13985.999999999998,3
656,13076072,21753807,Private room,1,35,7,29.4,1029.0,1
657,13078853,40343116,Entire home/apt,2,70,21,88.19999999999999,6173.999999999999,2
658,13087960,359240,Private room,1,45,9,37.8,1700.9999999999998,1
659,13103541,16900168,Entire home/apt,2,111,72,256.0,28416.0,2
660,13103888,72822647,Entire home/apt,1,50,33,138.6,6930.0,1
661,13108220,72856253,Entire home/apt,1,105,17,71.39999999999999,7496.999999999999,1
662,13113409,72918755,Private room,1,25,8,33.599999999999994,839.9999999999999,4
663,13120521,25990970,Private room,1,30,11,46.199999999999996,1385.9999999999998,6
664,13122640,17958762,Entire home/apt,2,105,8,33.599999999999994,3527.9999999999995,2
665,13123803,73038411,Private room,1,35,82,256.0,8960.0,6
666,13132297,73143962,Entire home/apt,2,110,21,88.19999999999999,9701.999999999998,1
667,13133445,2481515,Entire home/apt,1,92,14,58.8,5409.599999999999,1
668,13137266,28268336,Entire home/apt,Studio,46,12,50.4,2318.4,2
669,13148188,19857565,Private room,3+,120,8,33.599999999999994,4031.999999999999,5
670,13150143,10740161,Entire home/apt,3+,180,30,125.99999999999999,22679.999999999996,2
671,13177011,73563766,Entire home/apt,1,50,15,62.99999999999999,3149.9999999999995,6
672,13180076,24745510,Entire home/apt,Studio,65,41,172.2,11193.0,3
673,13185176,47188786,Entire home/apt,3+,189,10,42.0,7938.0,1
674,13186405,18796190,Entire home/apt,2,84,24,100.8,8467.199999999999,3
675,13196527,63520152,Entire home/apt,2,120,13,54.599999999999994,6551.999999999999,2
676,13206528,25875184,Entire home/apt,1,100,21,88.19999999999999,8819.999999999998,6
677,13213805,74095732,Entire home/apt,1,58,98,256.0,14848.0,3
678,13215568,20022599,Entire home/apt,1,50,20,84.0,4200.0,3
679,13216219,74117932,Entire home/apt,2,100,7,29.4,2940.0,5
680,13227946,69332126,Entire home/apt,1,46,9,37.8,1738.8,1
681,13229739,61929895,Entire home/apt,2,70,13,54.599999999999994,3821.9999999999995,1
682,13234390,71544037,Entire home/apt,3+,160,14,58.8,9408.0,6
683,13238482,49915972,Entire home/apt,1,165,19,79.8,13167.0,5
684,13253634,60708347,Private room,1,36,78,256.0,9216.0,4
685,13287381,74959252,Entire home/apt,1,60,7,29.4,1764.0,3
686,13297747,48884094,Private room,1,30,17,71.39999999999999,2141.9999999999995,6
687,13308871,53278637,Private room,1,50,29,121.8,6090.0,3
688,13309872,53278637,Private room,1,50,47,197.39999999999998,9869.999999999998,3
689,13313761,75247991,Private room,1,20,8,33.599999999999994,671.9999999999999,3
690,13313762,75247991,Private room,1,25,15,62.99999999999999,1574.9999999999998,3
691,13314375,75243939,Entire home/apt,2,140,9,37.8,5292.0,1
692,13314829,75259614,Entire home/apt,Studio,36,29,121.8,4384.8,1
693,13323265,42757927,Entire home/apt,1,55,19,79.8,4389.0,5
694,13327568,12379917,Entire home/apt,2,60,11,46.199999999999996,2771.9999999999995,1
695,13331120,75448829,Private room,1,29,31,130.2,3775.7999999999997,5
696,13340713,22855705,Entire home/apt,2,130,100,256.0,33280.0,1
697,13343404,36458396,Private room,1,50,12,50.4,2520.0,5
698,13356941,75753146,Private room,1,34,12,50.4,1713.6,5
699,13365259,75860641,Entire home/apt,Studio,50,98,256.0,12800.0,4
700,13368608,75896983,Entire home/apt,1,50,16,67.19999999999999,3359.9999999999995,6
701,13371324,70921320,Entire home/apt,1,50,98,256.0,12800.0,2
702,13375394,7800657,Entire home/apt,3+,180,39,163.79999999999998,29483.999999999996,1
703,13384391,43670645,Entire home/apt,2,80,14,58.8,4704.0,4
704,13384397,76087002,Entire home/apt,2,90,10,42.0,3780.0,3
705,13394782,76196284,Entire home/apt,2,110,9,37.8,4158.0,1
706,13411074,21167335,Entire home/apt,2,75,11,46.199999999999996,3464.9999999999995,2
707,13420523,48917092,Entire home/apt,1,50,22,92.39999999999999,4620.0,1
708,13420733,76494632,Entire home/apt,Studio,45,23,96.6,4347.0,5
709,13421847,9648439,Private room,2,60,28,117.6,7056.0,4
710,13423197,57971043,Private room,1,35,25,105.0,3675.0,6
711,13424811,5624882,Entire home/apt,2,92,20,84.0,7728.0,4
712,13431037,76594530,Private room,1,30,15,62.99999999999999,1889.9999999999998,6
713,13431974,49883804,Entire home/apt,1,45,24,100.8,4536.0,6
714,13440697,10779396,Entire home/apt,1,49,15,62.99999999999999,3086.9999999999995,2
715,13442696,58009785,Entire home/apt,1,65,21,88.19999999999999,5732.999999999999,1
716,13443595,17832583,Entire home/apt,2,70,22,92.39999999999999,6467.999999999999,1
717,13444327,76744272,Entire home/apt,2,72,73,256.0,18432.0,1
718,13447885,40218043,Entire home/apt,Studio,46,7,29.4,1352.3999999999999,1
719,13448547,76788826,Private room,1,33,10,42.0,1386.0,3
720,13449451,76803148,Entire home/apt,Studio,50,23,96.6,4830.0,3
721,13454936,73703591,Entire home/apt,3+,330,25,105.0,34650.0,2
722,13458488,63462086,Private room,1,39,110,256.0,9984.0,3
723,13472616,77079532,Private room,1,35,18,75.6,2646.0,3
724,13481897,74480224,Private room,1,31,78,256.0,7936.0,6
725,13484701,77079532,Private room,1,35,41,172.2,6027.0,3
726,13486665,11569402,Private room,1,25,57,239.39999999999998,5984.999999999999,2
727,13490306,43993861,Entire home/apt,1,61,16,67.19999999999999,4099.199999999999,3
728,13493974,75689841,Private room,1,33,44,184.79999999999998,6098.4,3
729,13497804,70083236,Private room,1,39,14,58.8,2293.2,4
730,13501019,19382542,Entire home/apt,1,56,9,37.8,2116.7999999999997,3
731,13518157,8827391,Entire home/apt,1,49,13,54.599999999999994,2675.3999999999996,4
732,13538302,23894908,Entire home/apt,1,71,13,54.599999999999994,3876.5999999999995,5
733,13546197,41802515,Entire home/apt,2,160,13,54.599999999999994,8736.0,2
734,13546542,77964027,Entire home/apt,3+,130,12,50.4,6552.0,5
735,13555706,78072955,Entire home/apt,2,72,13,54.599999999999994,3931.2,5
736,13562340,78152529,Entire home/apt,2,70,7,29.4,2058.0,5
737,13575411,70086468,Entire home/apt,1,80,20,84.0,6720.0,2
738,13577067,53252143,Private room,1,39,8,33.599999999999994,1310.3999999999999,3
739,13584438,77277608,Entire home/apt,3+,97,8,33.599999999999994,3259.1999999999994,2
740,13587520,40328765,Entire home/apt,1,63,21,88.19999999999999,5556.599999999999,1
741,13592395,78544909,Entire home/apt,2,90,16,67.19999999999999,6047.999999999999,1
742,13619029,70124528,Private room,1,37,13,54.599999999999994,2020.1999999999998,6
743,13630083,64281454,Entire home/apt,Studio,60,17,71.39999999999999,4283.999999999999,1
