,id,host_id,room_type,bedrooms,price,count of reviews,days of occupancy,Yearly income,Zone
744,13644192,79094840,Entire home/apt,1,60,49,205.79999999999998,12347.999999999998,2
745,13659110,56412734,Entire home/apt,1,30,13,54.599999999999994,1637.9999999999998,1
746,13664993,43609330,Entire home/apt,2,70,35,147.0,10290.0,5
747,13671701,77314296,Entire home/apt,3+,135,15,62.99999999999999,8504.999999999998,4
748,13692174,79791220,Entire home/apt,1,55,9,37.8,2079.0,5
749,13710065,72998777,Entire home/apt,3+,110,29,121.8,13398.0,5
750,13710209,39062275,Entire home/apt,3+,70,29,121.8,8526.0,3
751,13717852,79066706,Entire home/apt,1,70,13,54.599999999999994,3821.9999999999995,4
752,13725650,79610531,Entire home/apt,3+,180,7,29.4,5292.0,6
753,13740438,80405958,Private room,1,35,37,155.39999999999998,5438.999999999999,5
754,13743490,388145,Entire home/apt,1,65,21,88.19999999999999,5732.999999999999,3
755,13745157,45223712,Entire home/apt,3+,65,19,79.8,5187.0,4
756,13746564,75258010,Entire home/apt,3+,200,9,37.8,7559.999999999999,6
757,13756112,19194298,Entire home/apt,2,80,9,37.8,3024.0,1
758,13757586,62807512,Private room,1,40,35,147.0,5880.0,4
759,13759197,80663564,Private room,1,45,8,33.599999999999994,1511.9999999999998,4
760,13761904,13912144,Private room,1,40,55,230.99999999999997,9239.999999999998,1
761,13763520,80713353,Entire home/apt,1,55,39,163.79999999999998,9008.999999999998,4
762,13798233,81042862,Private room,1,75,17,71.39999999999999,5354.999999999999,1
763,13806510,25167049,Entire home/apt,3+,102,10,42.0,4284.0,2
764,13840556,81669402,Private room,1,30,9,37.8,1134.0,1
765,13841669,60192026,Private room,1,20,21,88.19999999999999,1763.9999999999998,6
766,13868186,62260237,Entire home/apt,1,33,29,121.8,4019.4,2
767,13871281,79615957,Entire home/apt,3+,200,22,92.39999999999999,18480.0,5
768,13878374,29799368,Entire home/apt,1,60,10,42.0,2520.0,5
769,13888512,2681730,Entire home/apt,1,79,17,71.39999999999999,5640.599999999999,2
770,13896928,77243674,Entire home/apt,1,55,65,256.0,14080.0,3
771,13897384,60697058,Entire home/apt,1,70,9,37.8,2646.0,2
772,13944900,82980423,Private room,1,23,17,71.39999999999999,1642.1999999999998,3
773,13944944,40402909,Entire home/apt,1,50,10,42.0,2100.0,5
774,13951677,10499560,Private room,1,40,32,134.39999999999998,5375.999999999999,5
775,13953774,55147539,Entire home/apt,3+,190,33,138.6,26334.0,5
776,13969063,83277028,Entire home/apt,Studio,50,12,50.4,2520.0,1
777,13989975,83499959,Entire home/apt,Studio,34,42,176.39999999999998,5997.599999999999,5
778,14014755,81455573,Entire home/apt,1,36,21,88.19999999999999,3175.2,3
779,14024390,83927290,Private room,1,50,137,256.0,12800.0,2
780,14024471,83932449,Entire home/apt,Studio,55,9,37.8,2079.0,2
781,14079751,84630113,Entire home/apt,1,75,36,151.2,11340.0,2
782,14100685,6653502,Entire home/apt,3+,220,18,75.6,16632.0,3
783,14116938,85075958,Entire home/apt,2,250,19,79.8,19950.0,1
784,14117147,44258557,Private room,1,23,47,197.39999999999998,4540.2,6
785,14118832,3873836,Entire home/apt,1,59,10,42.0,2478.0,1
786,14123557,28341007,Entire home/apt,3+,140,10,42.0,5880.0,5
787,14144031,10814797,Entire home/apt,1,50,7,29.4,1470.0,2
788,14146872,7779693,Entire home/apt,1,47,11,46.199999999999996,2171.3999999999996,2
789,14149653,15514652,Entire home/apt,2,70,32,134.39999999999998,9407.999999999998,4
790,14212868,43483926,Entire home/apt,1,69,12,50.4,3477.6,1
791,14214926,86322777,Entire home/apt,1,30,157,256.0,7680.0,6
792,14248536,23970383,Entire home/apt,3+,250,11,46.199999999999996,11549.999999999998,1
793,14262285,9262980,Entire home/apt,1,65,53,222.6,14469.0,1
794,14272223,87019408,Private room,1,20,10,42.0,840.0,5
795,14287897,87212646,Private room,2,65,10,42.0,2730.0,5
796,14309506,46612608,Entire home/apt,1,48,16,67.19999999999999,3225.5999999999995,3
797,14345841,85805215,Entire home/apt,1,60,9,37.8,2268.0,4
798,14354292,87986149,Entire home/apt,1,36,25,105.0,3780.0,4
799,14387183,18796190,Entire home/apt,2,95,49,205.79999999999998,19551.0,2
800,14402447,78586330,Private room,1,25,10,42.0,1050.0,6
801,14444973,25561353,Entire home/apt,Studio,59,7,29.4,1734.6,2
802,14471469,89202042,Entire home/apt,1,70,15,62.99999999999999,4409.999999999999,1
803,14487713,89393054,Private room,1,18,17,71.39999999999999,1285.1999999999998,4
804,14497259,83277028,Entire home/apt,Studio,60,7,29.4,1764.0,1
805,14507364,10864157,Entire home/apt,3+,100,34,142.79999999999998,14279.999999999998,1
806,14507457,70873141,Entire home/apt,1,85,11,46.199999999999996,3926.9999999999995,4
807,14517865,37565923,Private room,1,83,7,29.4,2440.2,2
808,14531027,89848074,Entire home/apt,1,75,65,256.0,19200.0,1
809,14539295,16837274,Entire home/apt,3+,165,26,109.19999999999999,18017.999999999996,2
810,14541649,89539375,Private room,1,35,18,75.6,2646.0,5
811,14566518,34307431,Entire home/apt,1,59,16,67.19999999999999,3964.7999999999993,1
812,14572629,45308125,Entire home/apt,2,80,17,71.39999999999999,5711.999999999999,5
813,14583160,90394758,Entire home/apt,2,92,8,33.599999999999994,3091.1999999999994,6
814,14585304,90413037,Entire home/apt,2,65,16,67.19999999999999,4367.999999999999,4
815,14589403,90363840,Private room,1,25,35,147.0,3675.0,5
816,14590518,85799973,Private room,1,24,32,134.39999999999998,3225.5999999999995,6
817,14620438,84340774,Private room,1,37,44,184.79999999999998,6837.599999999999,5
818,14658340,75860641,Entire home/apt,Studio,50,110,256.0,12800.0,4
819,14659192,72245824,Private room,1,21,28,117.6,2469.6,6
820,14682256,91283298,Private room,1,33,21,88.19999999999999,2910.5999999999995,5
821,14685355,66852744,Private room,1,40,14,58.8,2352.0,5
822,14744960,24909506,Entire home/apt,3+,75,26,109.19999999999999,8189.999999999999,3
823,14745167,16770487,Private room,1,23,9,37.8,869.4,4
824,14807979,71170438,Private room,1,54,12,50.4,2721.6,3
825,14814445,14758805,Private room,1,18,8,33.599999999999994,604.8,5
826,14816571,22913573,Entire home/apt,1,70,11,46.199999999999996,3233.9999999999995,2
827,14829990,29322226,Entire home/apt,1,47,10,42.0,1974.0,5
828,14832391,92776601,Entire home/apt,1,42,11,46.199999999999996,1940.3999999999999,5
829,14903755,92286405,Private room,1,32,10,42.0,1344.0,6
830,14904882,93593764,Entire home/apt,2,65,12,50.4,3276.0,2
831,14924243,74117932,Private room,1,28,7,29.4,823.1999999999999,5
832,14931897,36761715,Entire home/apt,1,50,25,105.0,5250.0,5
833,14933251,34465074,Entire home/apt,3+,120,10,42.0,5040.0,6
834,14942447,94005327,Entire home/apt,1,105,20,84.0,8820.0,1
835,15024437,56802851,Entire home/apt,1,59,36,151.2,8920.8,1
836,15036598,46474528,Entire home/apt,1,95,27,113.39999999999999,10773.0,5
837,15040036,5105322,Private room,1,27,15,62.99999999999999,1700.9999999999998,2
838,15052173,44353687,Entire home/apt,1,50,10,42.0,2100.0,4
839,15067817,28814405,Private room,1,24,12,50.4,1209.6,5
840,15104190,10893716,Entire home/apt,1,45,41,172.2,7748.999999999999,3
841,15122644,95846878,Entire home/apt,Studio,43,49,205.79999999999998,8849.4,2
842,15152994,74645028,Private room,1,25,23,96.6,2415.0,3
843,15153950,29853296,Entire home/apt,Studio,42,12,50.4,2116.7999999999997,1
844,15172943,34259002,Entire home/apt,2,104,25,105.0,10920.0,3
845,15190442,70363065,Entire home/apt,1,70,22,92.39999999999999,6467.999999999999,5
846,15202413,31535717,Entire home/apt,1,49,21,88.19999999999999,4321.799999999999,6
847,15211423,72245824,Private room,1,21,12,50.4,1058.3999999999999,6
848,15214687,6483119,Entire home/apt,Studio,45,14,58.8,2646.0,4
849,15234111,28364110,Private room,1,25,28,117.6,2940.0,3
850,15251766,89538063,Private room,1,59,77,256.0,15104.0,1
851,15267261,52017100,Entire home/apt,1,40,14,58.8,2352.0,3
852,15270395,16937742,Entire home/apt,3+,115,9,37.8,4347.0,6
853,15279905,50588464,Private room,1,72,76,256.0,18432.0,1
854,15281272,32265250,Entire home/apt,3+,250,7,29.4,7350.0,3
855,15315664,29387198,Entire home/apt,1,80,9,37.8,3024.0,2
856,15369819,63468682,Entire home/apt,2,85,50,210.0,17850.0,5
857,15406504,55250204,Entire home/apt,2,80,131,256.0,20480.0,4
858,15416487,17880735,Entire home/apt,1,56,13,54.599999999999994,3057.5999999999995,3
859,15418075,71967495,Private room,1,60,34,142.79999999999998,8567.999999999998,2
860,15425959,32065225,Private room,1,25,8,33.599999999999994,839.9999999999999,4
861,15426984,96844683,Private room,1,35,19,79.8,2793.0,6
862,15431338,81873071,Entire home/apt,2,75,10,42.0,3150.0,5
863,15475264,4287955,Entire home/apt,3+,125,11,46.199999999999996,5774.999999999999,3
864,15504261,98923146,Entire home/apt,1,50,9,37.8,1889.9999999999998,6
865,15515124,9680305,Private room,1,35,33,138.6,4851.0,4
866,15628133,58166918,Entire home/apt,1,40,13,54.599999999999994,2184.0,5
867,15643329,100917226,Entire home/apt,Studio,35,11,46.199999999999996,1616.9999999999998,5
868,15644857,100934699,Entire home/apt,2,55,10,42.0,2310.0,4
869,15651660,40102910,Entire home/apt,2,75,11,46.199999999999996,3464.9999999999995,4
870,15677875,2108415,Entire home/apt,1,35,9,37.8,1323.0,2
871,15693544,37008588,Entire home/apt,1,68,28,117.6,7996.799999999999,6
872,15698651,23121837,Entire home/apt,1,70,33,138.6,9702.0,1
873,15701801,91500651,Entire home/apt,1,60,39,163.79999999999998,9827.999999999998,1
874,15741246,19838823,Entire home/apt,1,120,27,113.39999999999999,13607.999999999998,1
875,15742000,101726530,Entire home/apt,2,75,41,172.2,12915.0,2
876,15761585,40108314,Private room,1,30,11,46.199999999999996,1385.9999999999998,1
877,15765948,101521841,Private room,1,40,11,46.199999999999996,1847.9999999999998,5
878,15766517,101684074,Private room,1,40,20,84.0,3360.0,5
879,15776457,38188063,Entire home/apt,3+,159,9,37.8,6010.2,4
880,15777059,36929454,Entire home/apt,1,90,12,50.4,4536.0,1
881,15777880,102046588,Private room,1,31,27,113.39999999999999,3515.3999999999996,6
882,15789076,21757405,Entire home/apt,Studio,37,45,189.0,6993.0,4
883,15851749,76108323,Entire home/apt,2,95,19,79.8,7581.0,2
884,15855218,7332020,Entire home/apt,2,140,17,71.39999999999999,9995.999999999998,1
885,15855997,4241658,Entire home/apt,1,70,44,184.79999999999998,12935.999999999998,1
886,15864610,102831953,Private room,1,52,12,50.4,2620.7999999999997,2
887,15868883,35347591,Private room,1,22,18,75.6,1663.1999999999998,6
888,15881556,26344474,Entire home/apt,1,85,64,256.0,21760.0,1
889,15933509,45455430,Entire home/apt,1,58,69,256.0,14848.0,5
890,15960272,25133187,Entire home/apt,2,97,24,100.8,9777.6,3
891,15968344,103714291,Private room,1,21,48,201.6,4233.599999999999,5
892,15978824,87044770,Entire home/apt,1,80,32,134.39999999999998,10751.999999999998,5
893,15992869,34844864,Private room,1,27,11,46.199999999999996,1247.3999999999999,6
894,16001675,32925527,Entire home/apt,2,85,17,71.39999999999999,6068.999999999999,4
895,16034025,9312848,Entire home/apt,Studio,78,21,88.19999999999999,6879.599999999999,1
896,16050209,25858067,Private room,1,70,41,172.2,12054.0,1
897,16051242,102046588,Private room,1,31,27,113.39999999999999,3515.3999999999996,6
898,16075753,44918273,Entire home/apt,2,69,7,29.4,2028.6,4
899,16090810,5622685,Private room,1,45,11,46.199999999999996,2079.0,3
900,16093289,71779465,Entire home/apt,1,47,13,54.599999999999994,2566.2,1
901,16093431,42376384,Entire home/apt,3+,300,12,50.4,15120.0,1
902,16099362,51392751,Private room,1,20,26,109.19999999999999,2184.0,5
903,16107541,17832583,Entire home/apt,1,32,14,58.8,1881.6,2
904,16111753,6269162,Entire home/apt,1,65,61,256.0,16640.0,2
905,16174351,32508988,Entire home/apt,1,55,25,105.0,5775.0,1
906,16185318,29925659,Entire home/apt,2,79,9,37.8,2986.2,5
907,16188737,44225079,Entire home/apt,Studio,35,44,184.79999999999998,6467.999999999999,3
908,16197347,105782883,Entire home/apt,1,60,22,92.39999999999999,5543.999999999999,2
909,16213041,39284284,Entire home/apt,1,95,9,37.8,3590.9999999999995,2
910,16216371,49882319,Entire home/apt,3+,300,12,50.4,15120.0,2
911,16233755,17603306,Entire home/apt,2,90,19,79.8,7182.0,4
912,16237536,20317698,Private room,1,22,58,243.6,5359.2,5
913,16267159,82520128,Entire home/apt,Studio,45,31,130.2,5858.999999999999,5
914,16286396,15419552,Entire home/apt,1,62,22,92.39999999999999,5728.799999999999,2
915,16294788,18796190,Entire home/apt,1,80,8,33.599999999999994,2687.9999999999995,1
916,16304222,12595418,Entire home/apt,Studio,60,38,159.6,9576.0,1
917,16304970,43993861,Entire home/apt,2,83,19,79.8,6623.4,3
918,16307577,106704448,Entire home/apt,1,80,44,184.79999999999998,14783.999999999998,2
919,16309007,106716283,Private room,1,48,57,239.39999999999998,11491.199999999999,1
920,16331926,33373721,Entire home/apt,2,120,19,79.8,9576.0,1
921,16335168,44025426,Entire home/apt,1,75,11,46.199999999999996,3464.9999999999995,2
922,16357305,24029983,Entire home/apt,1,39,12,50.4,1965.6,6
923,16389160,107357568,Private room,1,28,53,222.6,6232.8,2
924,16399164,84088790,Entire home/apt,Studio,70,24,100.8,7056.0,2
925,16404410,107471911,Entire home/apt,1,50,9,37.8,1889.9999999999998,1
926,16416314,17804577,Entire home/apt,3+,180,12,50.4,9072.0,4
927,16420324,18307841,Entire home/apt,1,52,34,142.79999999999998,7425.599999999999,1
928,16433501,79509184,Private room,1,35,38,159.6,5586.0,2
929,16435635,107767023,Entire home/apt,1,35,16,67.19999999999999,2351.9999999999995,4
930,16439227,14204703,Entire home/apt,1,50,8,33.599999999999994,1679.9999999999998,3
931,16448770,35015112,Entire home/apt,1,85,17,71.39999999999999,6068.999999999999,1
932,16449664,50573379,Entire home/apt,1,90,15,62.99999999999999,5669.999999999999,5
933,16467706,108055040,Entire home/apt,1,30,9,37.8,1134.0,5
934,16487501,77243674,Entire home/apt,1,55,26,109.19999999999999,6005.999999999999,3
935,16496789,108353100,Entire home/apt,3+,165,25,105.0,17325.0,5
936,16513746,108553310,Entire home/apt,1,50,36,151.2,7559.999999999999,5
937,16526609,108687825,Entire home/apt,Studio,90,33,138.6,12474.0,6
938,16553657,21348689,Private room,1,22,9,37.8,831.5999999999999,6
939,16580687,55172412,Private room,1,30,20,84.0,2520.0,2
940,16582953,54106109,Entire home/apt,1,75,17,71.39999999999999,5354.999999999999,5
941,16601902,51224514,Entire home/apt,1,30,43,180.6,5418.0,2
942,16612490,11478547,Entire home/apt,1,80,12,50.4,4032.0,2
943,16624148,64728877,Entire home/apt,Studio,38,46,193.2,7341.599999999999,2
944,16624686,49647561,Private room,1,28,24,100.8,2822.4,4
945,16647839,55416872,Entire home/apt,1,49,58,243.6,11936.4,5
946,16657009,37821503,Private room,1,25,18,75.6,1889.9999999999998,4
947,16669750,107357568,Private room,1,28,68,256.0,7168.0,2
948,16689464,10699504,Private room,1,26,34,142.79999999999998,3712.7999999999997,4
949,16701492,110632943,Entire home/apt,2,150,27,113.39999999999999,17010.0,1
950,16704845,28539343,Entire home/apt,1,60,9,37.8,2268.0,5
951,16738783,16007268,Entire home/apt,1,100,68,256.0,25600.0,2
952,16748961,40782239,Private room,1,30,30,125.99999999999999,3779.9999999999995,3
953,16749559,23249408,Entire home/apt,2,68,21,88.19999999999999,5997.599999999999,4
954,16775140,17832583,Entire home/apt,2,100,44,184.79999999999998,18480.0,3
955,16775915,18796190,Entire home/apt,3+,238,17,71.39999999999999,16993.199999999997,2
956,16780820,111459370,Entire home/apt,2,104,14,58.8,6115.2,3
957,16817135,92174578,Entire home/apt,2,58,7,29.4,1705.1999999999998,4
958,16865489,112383122,Private room,1,43,17,71.39999999999999,3070.2,4
959,16865949,111416555,Entire home/apt,1,78,27,113.39999999999999,8845.199999999999,3
960,16869896,91440537,Private room,1,35,11,46.199999999999996,1616.9999999999998,3
961,16876353,112498565,Entire home/apt,1,90,78,256.0,23040.0,1
962,16878266,3438592,Entire home/apt,3+,100,10,42.0,4200.0,1
963,16878498,109477199,Private room,1,28,59,247.79999999999998,6938.4,1
964,16889761,24113961,Private room,1,30,7,29.4,882.0,6
965,16893337,48153389,Entire home/apt,Studio,44,12,50.4,2217.6,5
966,16894967,30959004,Entire home/apt,1,95,11,46.199999999999996,4389.0,2
967,16901345,4247258,Entire home/apt,2,90,15,62.99999999999999,5669.999999999999,4
968,16907361,31155095,Private room,1,35,16,67.19999999999999,2351.9999999999995,6
969,16907990,31155095,Private room,1,35,18,75.6,2646.0,6
970,16908249,31155095,Private room,1,35,17,71.39999999999999,2498.9999999999995,6
971,16950546,15168982,Entire home/apt,1,85,19,79.8,6783.0,3
972,16971140,102507990,Entire home/apt,3+,110,111,256.0,28160.0,5
973,16971260,65168117,Entire home/apt,1,79,18,75.6,5972.4,1
974,16990947,63741336,Entire home/apt,1,52,105,256.0,13312.0,3
975,16991909,105821922,Private room,1,38,12,50.4,1915.2,2
976,17003199,35469654,Entire home/apt,Studio,20,21,88.19999999999999,1763.9999999999998,3
977,17003427,13804540,Entire home/apt,3+,90,7,29.4,2646.0,5
978,17019181,114129308,Private room,1,25,31,130.2,3254.9999999999995,3
979,17019238,63576474,Entire home/apt,1,59,7,29.4,1734.6,2
980,17035763,114306523,Entire home/apt,1,50,72,256.0,12800.0,2
981,17071117,114518609,Entire home/apt,1,129,21,88.19999999999999,11377.8,1
982,17083359,59207122,Entire home/apt,1,50,27,113.39999999999999,5670.0,2
983,17085819,39508630,Entire home/apt,1,65,17,71.39999999999999,4640.999999999999,2
984,17086132,114660169,Private room,1,25,45,189.0,4725.0,6
985,17092969,112747695,Entire home/apt,1,60,68,256.0,15360.0,1
986,17114544,65771497,Entire home/apt,1,45,33,138.6,6237.0,6
987,17116231,77219553,Entire home/apt,2,60,18,75.6,4536.0,6
988,17118907,42790906,Entire home/apt,Studio,44,112,256.0,11264.0,2
989,17120056,14671655,Entire home/apt,3+,255,56,235.2,59976.0,3
990,17137739,54778777,Entire home/apt,Studio,47,7,29.4,1381.8,4
991,17137930,55416872,Entire home/apt,1,37,52,218.39999999999998,8080.799999999999,1
992,17172103,6390224,Entire home/apt,2,59,37,155.39999999999998,9168.599999999999,2
993,17184673,9491595,Entire home/apt,1,38,22,92.39999999999999,3511.2,5
994,17218507,34831442,Entire home/apt,3+,250,35,147.0,36750.0,2
995,17264157,52228718,Entire home/apt,1,57,13,54.599999999999994,3112.2,1
996,17265330,43859786,Private room,1,29,18,75.6,2192.3999999999996,5
997,17279020,46367693,Entire home/apt,1,85,46,193.2,16422.0,1
998,17280376,43859786,Private room,1,31,8,33.599999999999994,1041.6,5
999,17281091,43859786,Private room,1,28,15,62.99999999999999,1763.9999999999998,5
1000,17281808,16016837,Entire home/apt,3+,150,11,46.199999999999996,6929.999999999999,2
1001,17283126,5788399,Private room,1,45,8,33.599999999999994,1511.9999999999998,1
1002,17309366,11683637,Entire home/apt,3+,300,7,29.4,8820.0,1
1003,17326230,14650882,Entire home/apt,1,42,12,50.4,2116.7999999999997,3
1004,17339494,117105938,Private room,1,30,43,180.6,5418.0,1
1005,17342779,35794017,Entire home/apt,Studio,80,50,210.0,16800.0,3
1006,17344007,116360234,Entire home/apt,3+,300,29,121.8,36540.0,1
1007,17360368,33288529,Private room,1,30,44,184.79999999999998,5543.999999999999,2
1008,17361779,113652523,Entire home/apt,1,107,16,67.19999999999999,7190.399999999999,5
1009,17361958,113652523,Entire home/apt,2,107,26,109.19999999999999,11684.4,4
1010,17372622,117403779,Entire home/apt,3+,150,16,67.19999999999999,10079.999999999998,5
1011,17392183,117577856,Entire home/apt,3+,110,12,50.4,5544.0,6
1012,17398255,117611742,Entire home/apt,2,65,18,75.6,4914.0,4
1013,17401224,115822692,Entire home/apt,2,67,22,92.39999999999999,6190.799999999999,5
1014,17402038,102532967,Entire home/apt,2,85,26,109.19999999999999,9281.999999999998,5
1015,17415425,117774505,Entire home/apt,1,65,11,46.199999999999996,3002.9999999999995,2
1016,17426677,117886572,Entire home/apt,1,60,97,256.0,15360.0,3
1017,17429477,117906991,Entire home/apt,1,20,58,243.6,4872.0,2
1018,17447327,118094178,Entire home/apt,1,55,50,210.0,11550.0,2
1019,17453621,16624282,Private room,1,23,7,29.4,676.1999999999999,5
1020,17473731,33288529,Private room,1,30,30,125.99999999999999,3779.9999999999995,2
1021,17474242,33288529,Private room,1,30,31,130.2,3905.9999999999995,2
1022,17490762,22235840,Entire home/apt,1,60,10,42.0,2520.0,3
1023,17502352,6926777,Entire home/apt,1,88,14,58.8,5174.4,1
1024,17507066,118663129,Entire home/apt,1,55,10,42.0,2310.0,1
1025,17507273,50825530,Private room,1,29,10,42.0,1218.0,6
1026,17507942,62427624,Entire home/apt,2,210,12,50.4,10584.0,1
1027,17522521,104370878,Entire home/apt,1,93,11,46.199999999999996,4296.599999999999,1
1028,17524040,22191390,Private room,1,30,34,142.79999999999998,4283.999999999999,2
1029,17525784,7517492,Shared room,1,30,10,42.0,1260.0,2
1030,17529927,27860051,Entire home/apt,Studio,32,21,88.19999999999999,2822.3999999999996,1
1031,17536412,116721244,Private room,1,29,31,130.2,3775.7999999999997,4
1032,17538682,118962560,Entire home/apt,1,56,10,42.0,2352.0,1
1033,17549835,26304795,Private room,1,60,38,159.6,9576.0,2
1034,17551398,119097622,Entire home/apt,1,58,39,163.79999999999998,9500.4,1
1035,17565993,65049707,Entire home/apt,1,34,23,96.6,3284.3999999999996,2
1036,17567706,43874600,Private room,1,29,67,256.0,7424.0,6
1037,17579335,119399723,Entire home/apt,1,35,52,218.39999999999998,7643.999999999999,6
1038,17587973,119484319,Entire home/apt,1,67,9,37.8,2532.6,2
1039,17596909,8275869,Entire home/apt,1,100,13,54.599999999999994,5459.999999999999,3
1040,17603147,61642624,Entire home/apt,3+,140,8,33.599999999999994,4703.999999999999,3
1041,17628319,33288529,Entire home/apt,3+,130,21,88.19999999999999,11465.999999999998,2
1042,17635936,45585751,Entire home/apt,2,50,11,46.199999999999996,2310.0,1
1043,17653277,88951310,Entire home/apt,3+,200,28,117.6,23520.0,6
1044,17663472,56942855,Entire home/apt,1,45,36,151.2,6803.999999999999,5
1045,17667308,32486742,Entire home/apt,Studio,39,61,256.0,9984.0,5
1046,17675604,109224204,Entire home/apt,1,45,45,189.0,8505.0,3
1047,17677534,117483938,Entire home/apt,3+,270,11,46.199999999999996,12473.999999999998,4
1048,17681474,90203272,Entire home/apt,1,54,14,58.8,3175.2,3
1049,17690293,9324199,Entire home/apt,2,80,15,62.99999999999999,5039.999999999999,2
1050,17713527,45452372,Entire home/apt,2,100,7,29.4,2940.0,3
1051,17755858,121162802,Entire home/apt,Studio,45,26,109.19999999999999,4913.999999999999,2
1052,17759335,121162802,Entire home/apt,Studio,52,20,84.0,4368.0,1
1053,17759584,121162802,Entire home/apt,Studio,52,32,134.39999999999998,6988.799999999999,1
1054,17761646,121162802,Entire home/apt,Studio,37,42,176.39999999999998,6526.799999999999,4
1055,17762195,121162802,Entire home/apt,Studio,47,17,71.39999999999999,3355.7999999999997,3
1056,17762736,121162802,Entire home/apt,Studio,45,29,121.8,5481.0,5
1057,17770876,121314328,Entire home/apt,1,64,24,100.8,6451.2,4
1058,17781305,45455430,Entire home/apt,1,39,58,243.6,9500.4,3
1059,17781469,120658225,Entire home/apt,1,50,10,42.0,2100.0,1
1060,17789653,5348373,Entire home/apt,2,70,7,29.4,2058.0,6
1061,17790233,11435564,Private room,1,40,7,29.4,1176.0,3
1062,17804987,44834479,Entire home/apt,2,60,18,75.6,4536.0,4
1063,17807326,121686523,Entire home/apt,3+,100,19,79.8,7980.0,2
1064,17818923,121676054,Entire home/apt,1,75,27,113.39999999999999,8505.0,1
1065,17834617,121979274,Private room,1,29,44,184.79999999999998,5359.2,1
1066,17914526,21871375,Entire home/apt,3+,200,26,109.19999999999999,21839.999999999996,1
1067,17914840,11383923,Entire home/apt,2,55,18,75.6,4158.0,5
1068,17917184,18796190,Entire home/apt,1,59,55,230.99999999999997,13628.999999999998,2
1069,17919576,72109900,Private room,1,33,16,67.19999999999999,2217.5999999999995,5
1070,17942315,71227373,Entire home/apt,1,61,26,109.19999999999999,6661.199999999999,2
1071,17955268,123210708,Entire home/apt,1,162,21,88.19999999999999,14288.399999999998,2
1072,17957371,56945001,Entire home/apt,2,70,8,33.599999999999994,2351.9999999999995,4
1073,17970099,7691942,Entire home/apt,Studio,45,7,29.4,1323.0,4
1074,17989256,100746378,Entire home/apt,1,65,21,88.19999999999999,5732.999999999999,2
1075,17990946,123601707,Private room,1,85,29,121.8,10353.0,3
1076,18002981,74618380,Entire home/apt,1,71,30,125.99999999999999,8945.999999999998,2
1077,18003028,119629257,Private room,1,20,11,46.199999999999996,923.9999999999999,1
1078,18008746,80759349,Entire home/apt,Studio,60,10,42.0,2520.0,4
1079,18035569,50261356,Entire home/apt,2,140,26,109.19999999999999,15287.999999999998,1
1080,18038907,5298342,Entire home/apt,2,85,10,42.0,3570.0,4
1081,18053127,14640431,Entire home/apt,1,35,7,29.4,1029.0,1
1082,18054655,64495706,Entire home/apt,1,35,11,46.199999999999996,1616.9999999999998,4
1083,18064661,92928176,Entire home/apt,1,50,17,71.39999999999999,3569.9999999999995,3
1084,18087762,124561073,Entire home/apt,1,80,39,163.79999999999998,13103.999999999998,1
1085,18102211,45730826,Entire home/apt,1,73,42,176.39999999999998,12877.199999999999,2
1086,18110225,124763981,Entire home/apt,Studio,45,50,210.0,9450.0,2
1087,18121260,124870188,Entire home/apt,3+,166,25,105.0,17430.0,1
1088,18130315,75247246,Entire home/apt,1,60,40,168.0,10080.0,5
1089,18134420,35005419,Entire home/apt,1,63,17,71.39999999999999,4498.2,2
1090,18151042,31195469,Private room,1,45,8,33.599999999999994,1511.9999999999998,1
1091,18158853,29869543,Entire home/apt,1,87,48,201.6,17539.2,6
1092,18174615,64726401,Private room,1,30,56,235.2,7056.0,5
1093,18175327,125382434,Entire home/apt,2,250,16,67.19999999999999,16799.999999999996,1
1094,18177972,29288822,Entire home/apt,1,30,9,37.8,1134.0,4
1095,18188788,4224956,Entire home/apt,1,62,9,37.8,2343.6,2
1096,18189397,4224956,Shared room,1,22,8,33.599999999999994,739.1999999999998,3
1097,18203910,22786741,Entire home/apt,1,59,10,42.0,2478.0,5
1098,18208690,12734559,Entire home/apt,3+,50,13,54.599999999999994,2729.9999999999995,5
1099,18208995,125701379,Entire home/apt,2,85,12,50.4,4284.0,4
1100,18220252,117907225,Entire home/apt,1,90,23,96.6,8694.0,1
1101,18232109,125939433,Entire home/apt,1,39,44,184.79999999999998,7207.199999999999,3
1102,18239616,91417277,Entire home/apt,2,110,34,142.79999999999998,15707.999999999998,5
1103,18244283,52683489,Entire home/apt,3+,160,19,79.8,12768.0,2
1104,18248183,126096527,Entire home/apt,1,37,9,37.8,1398.6,6
1105,18259618,126207744,Entire home/apt,1,67,15,62.99999999999999,4220.999999999999,3
1106,18277422,126376104,Private room,1,40,55,230.99999999999997,9239.999999999998,1
1107,18278930,126386455,Entire home/apt,2,45,8,33.599999999999994,1511.9999999999998,6
1108,18279978,17659621,Entire home/apt,1,90,15,62.99999999999999,5669.999999999999,2
1109,18281447,125579055,Entire home/apt,1,40,50,210.0,8400.0,6
1110,18285651,126440713,Entire home/apt,1,50,14,58.8,2940.0,4
1111,18289345,61642624,Private room,1,42,10,42.0,1764.0,3
1112,18299852,126563367,Entire home/apt,2,85,77,256.0,21760.0,5
1113,18309669,120590421,Entire home/apt,2,95,21,88.19999999999999,8378.999999999998,4
