,id,host_id,room_type,bedrooms,price,count of reviews,days of occupancy,Yearly income,Zone,latitude,longitude,geometry
546,11960733,63873077,Entire home/apt,1,120,40,240,28800,1,44.84724,-0.5787,POINT (-0.5787 44.84724)
547,11998248,24278374,Entire home/apt,3+,180,16,96,17280,1,44.8508,-0.58192,POINT (-0.58192 44.8508)
548,12000596,2955971,Entire home/apt,3+,180,11,66,11880,3,44.85947,-0.56434,POINT (-0.56434 44.85947)
549,12001711,16312231,Entire home/apt,3+,180,34,204,36720,6,44.87972,-0.52168,POINT (-0.52168 44.87972)
550,12006936,64214862,Private room,1,39,28,168,6552,3,44.85264,-0.57239,POINT (-0.57239 44.85264)
551,12036683,43008667,Entire home/apt,3+,300,21,126,37800,4,44.826409999999996,-0.5925,POINT (-0.5925 44.82641)
552,12037216,64432880,Entire home/apt,3+,110,7,42,4620,2,44.837540000000004,-0.62241,POINT (-0.62241 44.83754)
553,12039869,64452091,Entire home/apt,1,58,9,54,3132,3,44.81739,-0.56812,POINT (-0.56812 44.81739)
554,12046052,6538999,Private room,1,34,29,174,5916,5,44.88872,-0.6444300000000001,POINT (-0.6444300000000001 44.88872)
555,12047037,6538999,Entire home/apt,3+,198,17,102,20196,5,44.888999999999996,-0.64478,POINT (-0.64478 44.889)
556,12061520,24452235,Entire home/apt,3+,100,10,60,6000,1,44.845690000000005,-0.59472,POINT (-0.59472 44.84569)
557,12062314,64614771,Entire home/apt,3+,560,16,96,53760,1,44.832359999999994,-0.6109600000000001,POINT (-0.6109600000000001 44.83235999999999)
558,12064205,30725742,Private room,1,29,10,60,1740,5,44.81092,-0.5642699999999999,POINT (-0.5642699999999999 44.81092)
559,12071120,31411135,Private room,1,50,8,48,2400,5,44.80364,-0.54508,POINT (-0.54508 44.80364)
560,12077385,30398293,Private room,1,50,17,102,5100,1,44.815259999999995,-0.5735100000000001,POINT (-0.5735100000000001 44.81525999999999)
561,12078421,64728877,Entire home/apt,1,46,10,60,2760,2,44.83976,-0.59755,POINT (-0.59755 44.83976)
562,12079637,31799415,Entire home/apt,3+,220,10,60,13200,6,44.8361,-0.66162,POINT (-0.66162 44.8361)
563,12080509,31228073,Entire home/apt,3+,95,9,54,5130,6,44.83795,-0.66463,POINT (-0.6646300000000001 44.83795)
564,12101331,64798744,Private room,1,28,35,210,5880,4,44.86311,-0.59901,POINT (-0.59901 44.86311)
565,12138838,65165239,Entire home/apt,Studio,42,18,108,4536,2,44.8376,-0.60065,POINT (-0.60065 44.8376)
566,12143983,30218035,Entire home/apt,Studio,50,69,256,12800,2,44.83815,-0.59502,POINT (-0.59502 44.83815)
567,12149803,10919020,Entire home/apt,1,40,21,126,5040,2,44.82275,-0.58531,POINT (-0.58531 44.82275)
568,12194653,23807801,Private room,1,38,12,72,2736,1,44.84052,-0.59583,POINT (-0.59583 44.84052)
569,12196847,41310315,Entire home/apt,1,60,51,256,15360,3,44.8541,-0.57399,POINT (-0.57399 44.8541)
570,12213194,4310833,Entire home/apt,1,150,17,102,15300,2,44.83535,-0.5745399999999999,POINT (-0.5745399999999999 44.83535)
571,12214521,24391097,Entire home/apt,3+,159,8,48,7632,6,44.87677,-0.55045,POINT (-0.55045 44.87677)
572,12214616,39517849,Entire home/apt,1,65,142,256,16640,2,44.85712,-0.57028,POINT (-0.57028 44.85712)
573,12216941,10329413,Entire home/apt,2,65,15,90,5850,1,44.849109999999996,-0.59272,POINT (-0.59272 44.84911)
574,12217804,26341060,Entire home/apt,3+,180,16,96,17280,1,44.83957,-0.57534,POINT (-0.57534 44.83957)
575,12221881,22414362,Entire home/apt,3+,110,11,66,7260,1,44.83814,-0.57228,POINT (-0.57228 44.83814)
576,12237681,62827790,Private room,1,40,17,102,4080,1,44.83057,-0.60852,POINT (-0.6085199999999999 44.83057)
577,12263688,35234005,Entire home/apt,2,60,25,150,9000,6,44.87947,-0.57133,POINT (-0.57133 44.87947)
578,12279965,66165611,Shared room,1,24,11,66,1584,4,44.875890000000005,-0.6037100000000001,POINT (-0.6037100000000001 44.87589000000001)
579,12280834,38179788,Entire home/apt,3+,170,27,162,27540,4,44.85975,-0.56698,POINT (-0.56698 44.85975)
580,12283268,22001887,Entire home/apt,1,46,7,42,1932,2,44.84172,-0.58734,POINT (-0.58734 44.84172)
581,12297412,66295423,Private room,1,35,42,252,8820,5,44.907059999999994,-0.63054,POINT (-0.63054 44.90705999999999)
582,12309452,66379512,Entire home/apt,3+,205,26,156,31980,1,44.83961,-0.5788,POINT (-0.5788 44.83961)
583,12331930,30326888,Entire home/apt,1,60,9,54,3240,2,44.85772,-0.56819,POINT (-0.56819 44.85772)
584,12336388,6295397,Entire home/apt,1,32,27,162,5184,6,44.86809,-0.5076,POINT (-0.5076000000000001 44.86809)
585,12338298,66602473,Entire home/apt,1,49,41,246,12054,5,44.88496,-0.6350100000000001,POINT (-0.6350100000000001 44.88496)
586,12341373,3658107,Entire home/apt,2,60,36,216,12960,4,44.85692,-0.5775600000000001,POINT (-0.5775600000000001 44.85692)
587,12358705,66750442,Entire home/apt,1,40,26,156,6240,5,44.80681,-0.55278,POINT (-0.55278 44.80681)
588,12359039,43834792,Entire home/apt,1,55,59,256,14080,5,44.80794,-0.54864,POINT (-0.54864 44.80794)
589,12363165,16910926,Entire home/apt,3+,240,7,42,10080,1,44.84402,-0.58691,POINT (-0.58691 44.84402)
590,12374056,52314582,Entire home/apt,3+,90,16,96,8640,3,44.76531,-0.5981,POINT (-0.5981 44.76531)
591,12374703,24148172,Entire home/apt,1,40,21,126,5040,1,44.84127,-0.57172,POINT (-0.57172 44.84127)
592,12380917,66916762,Private room,1,19,62,256,4864,6,44.76785,-0.55404,POINT (-0.55404 44.76785)
593,12392668,40401938,Entire home/apt,2,130,7,42,5460,2,44.83708,-0.5738300000000001,POINT (-0.5738300000000001 44.83708)
594,12401903,67061573,Private room,1,30,8,48,1440,3,44.792320000000004,-0.7116,POINT (-0.7116 44.79232)
595,12425086,5036135,Entire home/apt,1,45,10,60,2700,4,44.831179999999996,-0.6257,POINT (-0.6257 44.83118)
596,12430323,67235392,Entire home/apt,1,36,41,246,8856,4,44.79435,-0.6583,POINT (-0.6583 44.79435)
597,12450468,49493849,Private room,1,32,44,256,8192,3,44.8208,-0.6168,POINT (-0.6168 44.8208)
598,12464144,12994102,Entire home/apt,1,85,29,174,14790,2,44.8366,-0.5804199999999999,POINT (-0.5804199999999999 44.8366)
599,12514691,67774908,Entire home/apt,2,160,11,66,10560,1,44.84019,-0.5816100000000001,POINT (-0.5816100000000001 44.84019)
600,12543053,19875996,Entire home/apt,1,50,8,48,2400,1,44.83025,-0.64977,POINT (-0.64977 44.83025)
601,12552210,68032662,Entire home/apt,Studio,30,14,84,2520,1,44.842209999999994,-0.57844,POINT (-0.57844 44.84220999999999)
602,12555579,68053346,Private room,1,39,10,60,2340,6,44.88369,-0.57117,POINT (-0.57117 44.88369)
603,12563617,39591008,Entire home/apt,1,39,8,48,1872,1,44.8103,-0.59224,POINT (-0.59224 44.8103)
604,12575313,68192749,Private room,1,19,60,256,4864,3,44.80878,-0.63093,POINT (-0.63093 44.80878)
605,12582648,16211621,Private room,1,40,22,132,5280,3,44.843309999999995,-0.5604600000000001,POINT (-0.5604600000000001 44.84331)
606,12585613,8490764,Private room,1,19,17,102,1938,5,44.852,-0.51976,POINT (-0.51976 44.852)
607,12599844,31797210,Entire home/apt,Studio,65,55,256,16640,1,44.83984,-0.57134,POINT (-0.57134 44.83984)
608,12614783,29102137,Entire home/apt,2,147,17,102,14994,2,44.837579999999996,-0.5702,POINT (-0.5702 44.83758)
609,12626398,68551185,Entire home/apt,3+,350,14,84,29400,5,44.811679999999996,-0.5589999999999999,POINT (-0.5589999999999999 44.81168)
610,12642009,68660183,Private room,1,24,16,96,2304,2,44.80216,-0.6251899999999999,POINT (-0.6251899999999999 44.80216)
611,12666572,44194941,Entire home/apt,1,55,24,144,7920,2,44.821290000000005,-0.56103,POINT (-0.56103 44.82129)
612,12668100,68828189,Entire home/apt,2,148,11,66,9768,1,44.85068,-0.5737,POINT (-0.5737 44.85068)
613,12672595,68853117,Entire home/apt,3+,95,24,144,13680,1,44.848290000000006,-0.60319,POINT (-0.60319 44.84829000000001)
614,12672857,52560343,Private room,1,25,9,54,1350,5,44.8849,-0.6324,POINT (-0.6324 44.8849)
615,12674667,8844121,Private room,1,42,13,78,3276,1,44.81548,-0.59704,POINT (-0.59704 44.81548)
616,12676841,68880143,Entire home/apt,1,33,16,96,3168,1,44.7966,-0.60421,POINT (-0.60421 44.7966)
617,12681065,47498503,Entire home/apt,2,120,33,198,23760,1,44.841359999999995,-0.57852,POINT (-0.57852 44.84135999999999)
618,12689818,19097089,Entire home/apt,3+,80,22,132,10560,2,44.81971,-0.56283,POINT (-0.5628300000000001 44.81971)
619,12692764,12646071,Entire home/apt,1,35,14,84,2940,5,44.863440000000004,-0.51348,POINT (-0.51348 44.86344)
620,12694567,10107000,Entire home/apt,1,75,14,84,6300,1,44.83999,-0.5696399999999999,POINT (-0.5696399999999999 44.83999)
621,12703588,69053779,Entire home/apt,1,65,8,48,3120,3,44.83012,-0.5823699999999999,POINT (-0.5823699999999999 44.83012)
622,12746942,61642069,Entire home/apt,1,70,25,150,10500,2,44.85475,-0.5678,POINT (-0.5678 44.85475)
623,12766709,10205104,Entire home/apt,3+,86,10,60,5160,3,44.82969,-0.5957100000000001,POINT (-0.5957100000000001 44.82969)
624,12786386,69600911,Private room,1,39,56,256,9984,4,44.82654,-0.56142,POINT (-0.56142 44.82654)
625,12788035,69614934,Entire home/apt,3+,65,21,126,8190,5,44.89517,-0.73364,POINT (-0.73364 44.89517)
626,12788804,41642959,Entire home/apt,1,49,9,54,2646,2,44.82674,-0.57011,POINT (-0.57011 44.82674)
627,12789561,26245831,Entire home/apt,1,52,12,72,3744,6,44.88191,-0.52587,POINT (-0.5258699999999999 44.88191)
628,12794362,27930752,Entire home/apt,3+,90,20,120,10800,5,44.80142,-0.55261,POINT (-0.55261 44.80142)
629,12794737,69680100,Entire home/apt,2,120,96,256,30720,1,44.83769,-0.5794,POINT (-0.5794 44.83769)
630,12800948,69745431,Private room,1,29,20,120,3480,6,44.87567,-0.54652,POINT (-0.54652 44.87567)
631,12805014,69783709,Private room,1,29,16,96,2784,1,44.85041,-0.58027,POINT (-0.58027 44.85041)
632,12805331,6569197,Entire home/apt,1,89,34,204,18156,5,44.851409999999994,-0.57743,POINT (-0.57743 44.85140999999999)
633,12810612,69844205,Private room,1,26,27,162,4212,5,44.8227,-0.5494,POINT (-0.5494 44.8227)
634,12826497,5937944,Entire home/apt,2,125,9,54,6750,1,44.82778,-0.57713,POINT (-0.57713 44.82778)
635,12830777,70024923,Entire home/apt,Studio,41,11,66,2706,5,44.83433,-0.56347,POINT (-0.56347 44.83433)
636,12865591,45078686,Entire home/apt,3+,65,48,256,16640,5,44.911970000000004,-0.629,POINT (-0.629 44.91197)
637,12867236,34826931,Entire home/apt,1,50,14,84,4200,5,44.94945,-0.6156699999999999,POINT (-0.6156699999999999 44.94945)
638,12898168,30205218,Entire home/apt,1,75,38,228,17100,5,44.83466,-0.56524,POINT (-0.56524 44.83466)
639,12915132,70818065,Entire home/apt,1,50,15,90,4500,4,44.8426,-0.63238,POINT (-0.6323800000000001 44.8426)
640,12921204,70888586,Entire home/apt,2,160,14,84,13440,5,44.85111,-0.57768,POINT (-0.57768 44.85111)
641,12926326,70937383,Entire home/apt,1,39,136,256,9984,6,44.83319,-0.5279,POINT (-0.5279 44.83319)
642,12936014,30698085,Entire home/apt,2,90,18,108,9720,1,44.85224,-0.5718,POINT (-0.5718 44.85224)
643,12939771,5203389,Entire home/apt,1,59,47,256,15104,2,44.82578,-0.5582699999999999,POINT (-0.5582699999999999 44.82578)
644,12948622,41896541,Private room,1,45,24,144,6480,3,44.802279999999996,-0.5866100000000001,POINT (-0.5866100000000001 44.80228)
645,12949432,52066290,Entire home/apt,2,69,13,78,5382,1,44.82803,-0.5776600000000001,POINT (-0.5776600000000001 44.82803)
646,12956742,62154643,Private room,1,30,123,256,7680,4,44.86855,-0.58355,POINT (-0.58355 44.86855)
647,12969852,69612801,Entire home/apt,2,80,11,66,5280,2,44.83684,-0.56705,POINT (-0.5670500000000001 44.83684)
648,12985704,71516991,Entire home/apt,3+,39,12,72,2808,4,44.87449,-0.67811,POINT (-0.67811 44.87449)
649,12998187,69559187,Private room,1,53,7,42,2226,4,44.85903,-0.5755899999999999,POINT (-0.5755899999999999 44.85903)
650,12998787,71652639,Entire home/apt,2,60,9,54,3240,3,44.8521,-0.57233,POINT (-0.57233 44.8521)
651,13010037,8733385,Entire home/apt,1,75,8,48,3600,5,44.90825,-0.6269100000000001,POINT (-0.6269100000000001 44.90825)
652,13023014,71906849,Private room,3+,67,11,66,4422,5,44.89967,-0.73638,POINT (-0.73638 44.89967)
653,13024288,71933134,Private room,1,35,122,256,8960,2,44.82509,-0.5572,POINT (-0.5572 44.82509)
654,13024795,61555769,Private room,1,50,8,48,2400,2,44.82083,-0.56404,POINT (-0.56404 44.82083)
655,13027917,71967495,Entire home/apt,3+,320,8,48,15360,2,44.857859999999995,-0.56781,POINT (-0.56781 44.85786)
656,13034363,72051642,Entire home/apt,2,105,56,256,26880,2,44.82648,-0.57138,POINT (-0.57138 44.82648)
657,13036357,34204286,Private room,1,38,48,256,9728,1,44.826370000000004,-0.58892,POINT (-0.58892 44.82637)
658,13055404,72282458,Private room,1,38,11,66,2508,4,44.86168,-0.6057899999999999,POINT (-0.6057899999999999 44.86168)
659,13057734,17252957,Entire home/apt,1,50,19,114,5700,2,44.83788,-0.5682,POINT (-0.5682 44.83788)
660,13060990,60393122,Private room,1,30,48,256,7680,4,44.83316,-0.6393399999999999,POINT (-0.6393399999999999 44.83316)
661,13069707,72443106,Entire home/apt,3+,90,35,210,18900,5,44.86551,-0.64207,POINT (-0.64207 44.86551)
662,13073217,72470337,Entire home/apt,1,145,15,90,13050,2,44.83515,-0.57096,POINT (-0.57096 44.83515)
663,13075898,72503710,Entire home/apt,2,90,37,222,19980,3,44.86095,-0.5703699999999999,POINT (-0.5703699999999999 44.86095)
664,13076072,21753807,Private room,1,35,7,42,1470,1,44.80615,-0.5870000000000001,POINT (-0.5870000000000001 44.80615)
665,13078853,40343116,Entire home/apt,2,70,21,126,8820,2,44.83567,-0.5670000000000001,POINT (-0.5670000000000001 44.83567)
666,13087960,359240,Private room,1,45,9,54,2430,1,44.82436,-0.5879300000000001,POINT (-0.5879300000000001 44.82436)
667,13103541,16900168,Entire home/apt,2,111,72,256,28416,2,44.83719,-0.5723199999999999,POINT (-0.5723199999999999 44.83719)
668,13103888,72822647,Entire home/apt,1,50,33,198,9900,1,44.80585,-0.59133,POINT (-0.59133 44.80585)
669,13108220,72856253,Entire home/apt,1,105,17,102,10710,1,44.841590000000004,-0.57225,POINT (-0.57225 44.84159)
670,13113409,72918755,Private room,1,25,8,48,1200,4,44.823440000000005,-0.5666800000000001,POINT (-0.5666800000000001 44.82344000000001)
671,13120521,25990970,Private room,1,30,11,66,1980,6,44.88315,-0.53068,POINT (-0.53068 44.88315)
672,13122640,17958762,Entire home/apt,2,105,8,48,5040,2,44.83614,-0.5785100000000001,POINT (-0.5785100000000001 44.83614)
673,13123803,73038411,Private room,1,35,82,256,8960,6,44.84033,-0.66456,POINT (-0.66456 44.84033)
674,13132297,73143962,Entire home/apt,2,110,21,126,13860,1,44.83878,-0.56958,POINT (-0.56958 44.83878)
675,13133445,2481515,Entire home/apt,1,92,14,84,7728,1,44.843920000000004,-0.5809,POINT (-0.5809 44.84392)
676,13137266,28268336,Entire home/apt,Studio,46,12,72,3312,2,44.83549,-0.57045,POINT (-0.57045 44.83549)
677,13148188,19857565,Private room,3+,120,8,48,5760,5,44.92007,-0.72801,POINT (-0.72801 44.92007)
678,13150143,10740161,Entire home/apt,3+,180,30,180,32400,2,44.8413,-0.6037600000000001,POINT (-0.6037600000000001 44.8413)
679,13177011,73563766,Entire home/apt,1,50,15,90,4500,6,44.82842,-0.66885,POINT (-0.6688499999999999 44.82842)
680,13180076,24745510,Entire home/apt,Studio,65,41,246,15990,3,44.83208,-0.56933,POINT (-0.56933 44.83208)
681,13185176,47188786,Entire home/apt,3+,189,10,60,11340,1,44.82912,-0.5914699999999999,POINT (-0.5914699999999999 44.82912)
682,13186405,18796190,Entire home/apt,2,84,24,144,12096,3,44.85653,-0.5744199999999999,POINT (-0.5744199999999999 44.85653)
683,13196527,63520152,Entire home/apt,2,120,13,78,9360,2,44.83197,-0.5869,POINT (-0.5869 44.83197)
684,13206528,25875184,Entire home/apt,1,100,21,126,12600,6,44.81592,-0.56881,POINT (-0.56881 44.81592)
685,13213805,74095732,Entire home/apt,1,58,98,256,14848,3,44.8334,-0.5703199999999999,POINT (-0.5703199999999999 44.8334)
686,13215568,20022599,Entire home/apt,1,50,20,120,6000,3,44.86137,-0.5707800000000001,POINT (-0.5707800000000001 44.86137)
687,13216219,74117932,Entire home/apt,2,100,7,42,4200,5,44.88603,-0.6504800000000001,POINT (-0.6504800000000001 44.88603)
688,13227946,69332126,Entire home/apt,1,46,9,54,2484,1,44.84544,-0.5864,POINT (-0.5864 44.84544)
689,13229739,61929895,Entire home/apt,2,70,13,78,5460,1,44.81457,-0.57287,POINT (-0.57287 44.81457)
690,13234390,71544037,Entire home/apt,3+,160,14,84,13440,6,44.81615,-0.57004,POINT (-0.57004 44.81615)
691,13238482,49915972,Entire home/apt,1,165,19,114,18810,5,44.79837,-0.5292899999999999,POINT (-0.5292899999999999 44.79837)
692,13253634,60708347,Private room,1,36,78,256,9216,4,44.810629999999996,-0.5805,POINT (-0.5805 44.81063)
693,13287381,74959252,Entire home/apt,1,60,7,42,2520,3,44.85862,-0.55587,POINT (-0.55587 44.85862)
694,13297747,48884094,Private room,1,30,17,102,3060,6,44.83891,-0.66795,POINT (-0.66795 44.83891)
695,13308871,53278637,Private room,1,50,29,174,8700,3,44.83108,-0.5856100000000001,POINT (-0.5856100000000001 44.83108)
696,13309872,53278637,Private room,1,50,47,256,12800,3,44.82953,-0.58536,POINT (-0.58536 44.82953)
697,13313761,75247991,Private room,1,20,8,48,960,3,44.77067,-0.59716,POINT (-0.59716 44.77067)
698,13313762,75247991,Private room,1,25,15,90,2250,3,44.767720000000004,-0.59727,POINT (-0.59727 44.76772)
699,13314375,75243939,Entire home/apt,2,140,9,54,7560,1,44.842890000000004,-0.57727,POINT (-0.5772699999999999 44.84289)
700,13314829,75259614,Entire home/apt,Studio,36,29,174,6264,1,44.82586,-0.57857,POINT (-0.57857 44.82586)
701,13323265,42757927,Entire home/apt,1,55,19,114,6270,5,44.86475,-0.5674899999999999,POINT (-0.5674899999999999 44.86475)
702,13327568,12379917,Entire home/apt,2,60,11,66,3960,1,44.851729999999996,-0.5825899999999999,POINT (-0.5825899999999999 44.85173)
703,13331120,75448829,Private room,1,29,31,186,5394,5,44.86518,-0.7318399999999999,POINT (-0.7318399999999999 44.86518)
704,13340713,22855705,Entire home/apt,2,130,100,256,33280,1,44.84029,-0.57198,POINT (-0.57198 44.84029)
705,13343404,36458396,Private room,1,50,12,72,3600,5,44.91473,-0.7407600000000001,POINT (-0.7407600000000001 44.91473)
706,13356941,75753146,Private room,1,34,12,72,2448,5,44.90078,-0.71641,POINT (-0.71641 44.90078)
707,13365259,75860641,Entire home/apt,Studio,50,98,256,12800,4,44.82738,-0.55785,POINT (-0.55785 44.82738)
708,13368608,75896983,Entire home/apt,1,50,16,96,4800,6,44.88864,-0.51651,POINT (-0.51651 44.88864)
709,13371324,70921320,Entire home/apt,1,50,98,256,12800,2,44.8285,-0.56928,POINT (-0.56928 44.8285)
710,13375394,7800657,Entire home/apt,3+,180,39,234,42120,1,44.83822,-0.56734,POINT (-0.56734 44.83822)
711,13384391,43670645,Entire home/apt,2,80,14,84,6720,4,44.85575,-0.57606,POINT (-0.57606 44.85575)
712,13384397,76087002,Entire home/apt,2,90,10,60,5400,3,44.8331,-0.58948,POINT (-0.58948 44.8331)
713,13394782,76196284,Entire home/apt,2,110,9,54,5940,1,44.844190000000005,-0.57715,POINT (-0.5771500000000001 44.84419)
714,13411074,21167335,Entire home/apt,2,75,11,66,4950,2,44.82244,-0.55502,POINT (-0.55502 44.82244)
715,13420523,48917092,Entire home/apt,1,50,22,132,6600,1,44.846740000000004,-0.58105,POINT (-0.58105 44.84674)
716,13420733,76494632,Entire home/apt,Studio,45,23,138,6210,5,44.804990000000004,-0.5453600000000001,POINT (-0.5453600000000001 44.80499)
717,13421847,9648439,Private room,2,60,28,168,10080,4,44.82887,-0.56196,POINT (-0.56196 44.82887)
718,13423197,57971043,Private room,1,35,25,150,5250,6,44.87549,-0.55445,POINT (-0.55445 44.87549)
719,13424811,5624882,Entire home/apt,2,92,20,120,11040,4,44.82782,-0.57458,POINT (-0.57458 44.82782)
720,13431037,76594530,Private room,1,30,15,90,2700,6,44.78695,-0.5875600000000001,POINT (-0.5875600000000001 44.78695)
721,13431974,49883804,Entire home/apt,1,45,24,144,6480,6,44.78792,-0.56777,POINT (-0.56777 44.78792)
722,13440697,10779396,Entire home/apt,1,49,15,90,4410,2,44.85765,-0.5669,POINT (-0.5669 44.85765)
723,13442696,58009785,Entire home/apt,1,65,21,126,8190,1,44.83958,-0.58085,POINT (-0.58085 44.83958)
724,13443595,17832583,Entire home/apt,2,70,22,132,9240,1,44.839659999999995,-0.5756,POINT (-0.5756 44.83965999999999)
725,13444327,76744272,Entire home/apt,2,72,73,256,18432,1,44.8377,-0.57538,POINT (-0.57538 44.8377)
726,13447885,40218043,Entire home/apt,Studio,46,7,42,1932,1,44.84506,-0.5805,POINT (-0.5805 44.84506)
727,13448547,76788826,Private room,1,33,10,60,1980,3,44.83028,-0.58302,POINT (-0.58302 44.83028)
728,13449451,76803148,Entire home/apt,Studio,50,23,138,6900,3,44.83115,-0.59501,POINT (-0.59501 44.83115)
729,13454936,73703591,Entire home/apt,3+,330,25,150,49500,2,44.8403,-0.58467,POINT (-0.58467 44.8403)
730,13458488,63462086,Private room,1,39,110,256,9984,3,44.83246,-0.5694,POINT (-0.5694 44.83246)
731,13472616,77079532,Private room,1,35,18,108,3780,3,44.83254,-0.58123,POINT (-0.58123 44.83254)
732,13481897,74480224,Private room,1,31,78,256,7936,6,44.83697,-0.53779,POINT (-0.53779 44.83697)
733,13484701,77079532,Private room,1,35,41,246,8610,3,44.833999999999996,-0.58105,POINT (-0.58105 44.834)
734,13486665,11569402,Private room,1,25,57,256,6400,2,44.82863,-0.56914,POINT (-0.56914 44.82863)
735,13490306,43993861,Entire home/apt,1,61,16,96,5856,3,44.831559999999996,-0.57817,POINT (-0.57817 44.83156)
736,13493974,75689841,Private room,1,33,44,256,8448,3,44.848290000000006,-0.54337,POINT (-0.54337 44.84829000000001)
737,13497804,70083236,Private room,1,39,14,84,3276,4,44.87937,-0.68272,POINT (-0.68272 44.87937)
738,13501019,19382542,Entire home/apt,1,56,9,54,3024,3,44.830090000000006,-0.5806899999999999,POINT (-0.5806899999999999 44.83009000000001)
739,13518157,8827391,Entire home/apt,1,49,13,78,3822,4,44.82776,-0.57323,POINT (-0.57323 44.82776)
740,13538302,23894908,Entire home/apt,1,71,13,78,5538,5,44.86638,-0.54976,POINT (-0.54976 44.86638)
741,13546197,41802515,Entire home/apt,2,160,13,78,12480,2,44.83637,-0.57313,POINT (-0.57313 44.83637)
742,13546542,77964027,Entire home/apt,3+,130,12,72,9360,5,44.849140000000006,-0.51885,POINT (-0.51885 44.84914000000001)
743,13555706,78072955,Entire home/apt,2,72,13,78,5616,5,44.82716,-0.5858300000000001,POINT (-0.5858300000000001 44.82716)
744,13562340,78152529,Entire home/apt,2,70,7,42,2940,5,44.800779999999996,-0.6499199999999999,POINT (-0.6499199999999999 44.80078)
745,13575411,70086468,Entire home/apt,1,80,20,120,9600,2,44.85504,-0.56863,POINT (-0.56863 44.85504)
746,13577067,53252143,Private room,1,39,8,48,1872,3,44.85147,-0.57377,POINT (-0.57377 44.85147)
747,13584438,77277608,Entire home/apt,3+,97,8,48,4656,2,44.83528,-0.5686,POINT (-0.5686 44.83528)
748,13587520,40328765,Entire home/apt,1,63,21,126,7938,1,44.8431,-0.5745899999999999,POINT (-0.5745899999999999 44.8431)
749,13592395,78544909,Entire home/apt,2,90,16,96,8640,1,44.817009999999996,-0.5746,POINT (-0.5746 44.81701)
750,13619029,70124528,Private room,1,37,13,78,2886,6,44.84854,-0.6331,POINT (-0.6331 44.84854)
751,13630083,64281454,Entire home/apt,Studio,60,17,102,6120,1,44.84267,-0.57912,POINT (-0.57912 44.84267)
752,13644192,79094840,Entire home/apt,1,60,49,256,15360,2,44.83856,-0.59691,POINT (-0.5969100000000001 44.83856)
753,13659110,56412734,Entire home/apt,1,30,13,78,2340,1,44.82428,-0.6086199999999999,POINT (-0.6086199999999999 44.82428)
754,13664993,43609330,Entire home/apt,2,70,35,210,14700,5,44.81307,-0.6104,POINT (-0.6104000000000001 44.81307)
755,13671701,77314296,Entire home/apt,3+,135,15,90,12150,4,44.87361,-0.5948899999999999,POINT (-0.5948899999999999 44.87361)
756,13692174,79791220,Entire home/apt,1,55,9,54,2970,5,44.809509999999996,-0.55499,POINT (-0.55499 44.80951)
757,13710065,72998777,Entire home/apt,3+,110,29,174,19140,5,44.86625,-0.50784,POINT (-0.50784 44.86625)
758,13710209,39062275,Entire home/apt,3+,70,29,174,12180,3,44.82143,-0.62317,POINT (-0.62317 44.82143)
759,13717852,79066706,Entire home/apt,1,70,13,78,5460,4,44.82484,-0.59718,POINT (-0.59718 44.82484)
760,13725650,79610531,Entire home/apt,3+,180,7,42,7560,6,44.859770000000005,-0.4971,POINT (-0.4971 44.85977)
761,13740438,80405958,Private room,1,35,37,222,7770,5,44.84162,-0.5446300000000001,POINT (-0.5446300000000001 44.84162)
762,13743490,388145,Entire home/apt,1,65,21,126,8190,3,44.834720000000004,-0.57155,POINT (-0.57155 44.83472)
763,13745157,45223712,Entire home/apt,3+,65,19,114,7410,4,44.81119,-0.64446,POINT (-0.64446 44.81119)
764,13746564,75258010,Entire home/apt,3+,200,9,54,10800,6,44.80011,-0.60652,POINT (-0.6065199999999999 44.80011)
765,13756112,19194298,Entire home/apt,2,80,9,54,4320,1,44.85463,-0.60834,POINT (-0.60834 44.85463)
766,13757586,62807512,Private room,1,40,35,210,8400,4,44.793009999999995,-0.66017,POINT (-0.66017 44.79301)
767,13759197,80663564,Private room,1,45,8,48,2160,4,44.87709,-0.58104,POINT (-0.58104 44.87709)
768,13761904,13912144,Private room,1,40,55,256,10240,1,44.84106,-0.59775,POINT (-0.59775 44.84106)
769,13763520,80713353,Entire home/apt,1,55,39,234,12870,4,44.82785,-0.57125,POINT (-0.57125 44.82785)
770,13798233,81042862,Private room,1,75,17,102,7650,1,44.85022,-0.57391,POINT (-0.57391 44.85022)
771,13806510,25167049,Entire home/apt,3+,102,10,60,6120,2,44.82165,-0.5605399999999999,POINT (-0.5605399999999999 44.82165)
772,13840556,81669402,Private room,1,30,9,54,1620,1,44.84493,-0.57994,POINT (-0.57994 44.84493)
773,13841669,60192026,Private room,1,20,21,126,2520,6,44.79108,-0.6289899999999999,POINT (-0.6289899999999999 44.79108)
774,13868186,62260237,Entire home/apt,1,33,29,174,5742,2,44.85283,-0.62376,POINT (-0.62376 44.85283)
775,13871281,79615957,Entire home/apt,3+,200,22,132,26400,5,44.88303,-0.70365,POINT (-0.70365 44.88303)
776,13878374,29799368,Entire home/apt,1,60,10,60,3600,5,44.810559999999995,-0.55408,POINT (-0.55408 44.81056)
777,13888512,2681730,Entire home/apt,1,79,17,102,8058,2,44.834540000000004,-0.5743199999999999,POINT (-0.5743199999999999 44.83454)
